address,Hypercore USDHL/USDC Rewards,Morpho Vault USDHL Rewards,Hyperswap USDHL/WHYPE Rewards,Hyperswap USDHL/USDT0 Rewards,Hyperswap USDHL/FEUSD Rewards,Hyperswap USDHL/WHLP Rewards,Curve hwHLP/USDhl Rewards,Total Rewards
0x9fcb7066c8aeee704f9d017996b490873b306e51,0.8198149864232694,0.0,0.0,0.0,0.0,0.0,0.0,0.8198149864232694
0xec6f302e1fd8905428f98d7e086c0fff8eb7b018,0.8184174875379614,0.0,0.0,0.0,0.0,0.0,0.0,0.8184174875379614
0x34ee2e826d3c6701df3b081d84c282c11c5eb4fc,0.5751741620649853,0.23030707307216425,0.0,0.0,0.0,0.0,0.0,0.8054812351371495
0x091144e651b334341eabdbbbfed644ad0100023e,0.7932649615695426,0.0,0.0,0.0,0.0,0.0,0.0,0.7932649615695426
0x3c6912e6f30f5611e8ff56a2b2f840d88c11ce9b,0.0,0.0,0.7823000295661512,0.0,0.0,0.0,0.0,0.7823000295661512
0xdbbdee771e62ab57894e8b8bdefbe094d3135ddd,0.28936425485061806,0.4893743028493367,0.0,5.748943387728519e-12,0.0,0.0,0.0,0.7787385577057038
0xf517639a8872e756ac98d3c65507d2ebc25cc032,0.7741484510657053,0.0,0.0,0.0,0.0,0.0,0.0,0.7741484510657053
0x6a68794281e4f60e5747f1df785f5983fe2ab36b,0.21118764389079064,0.5523666272217327,0.0,0.0,0.0,0.0,0.0,0.7635542711125234
0x64f2844525e6fb15260d0836ee9827e419f982b4,0.11907288514478447,0.6370388656560445,0.0,0.0,0.0,0.0,0.0,0.7561117508008289
0x04cc5be7baef93144c6a1f06846d26f808b44ab5,0.5291335762807228,0.22578363488616846,0.0,0.0,0.0,0.0,0.0,0.7549172111668913
0xb4a726f320b429730b2f1d2165c2ce06b9328085,0.0,0.7230327435049659,0.03163485324760659,0.0,0.0,0.0,0.0,0.7546675967525726
0x09c0e7d6c97b942a06361bed21a1f4224d7988f5,0.0,0.7538545516635282,0.0,0.0,0.0,0.0,0.0,0.7538545516635282
0x37de2f99bf85ebc078cfcfe6bbc6b58f5d8c0b65,0.0,0.7529371874470238,0.0,0.0,0.0,0.0,0.0,0.7529371874470238
0x187cfabdfee59f5f808bb5b584109c5bb2f812cb,0.017040889912797987,0.7351678135112043,0.0,0.0,0.0,0.0,0.0,0.7522087034240023
0xede1faaf984763a544ac3e95b4198434c552a2a3,0.10729748396939785,0.6241982948274364,0.0,0.0,0.0,0.0,0.0,0.7314957787968343
0xf4e8e7e9ea49a890887bb89f14912f894f639881,0.0,0.7253275576255105,0.0,0.0,0.0,0.0,0.0,0.7253275576255105
0xe105488ea37c9c5c777ad005694931fd35ba86e7,0.0,0.0,0.0,0.0,0.0,0.0,0.714332651575043,0.714332651575043
0x103dbc912d57dc2ce7d8211e16c8e20d02ba6528,0.7040215314324729,0.0,0.0,0.0,0.0,0.0,0.0,0.7040215314324729
0x3498d9771f02ae6800e4059cd2b5c9f6de6ee75a,0.6896408538557947,0.0,0.0,0.0,0.0,0.0,0.0,0.6896408538557947
0x81a39aa0b0d6fa8513aa79929e7c01dfaa232fce,0.25430927169889117,0.43310429852501825,0.0,0.0,0.0,0.0,0.0,0.6874135702239095
0xd653971fa19ef68bc80becb7720675307bfb3ee6,0.0,0.0975040069429377,0.5802877699838442,0.0,0.0,0.005729681334535,0.0,0.6835214582613169
0x28177b138fdec353c1da1858798c52ac0be0a0a8,0.0,0.6770611579418364,0.0,0.0,0.0,0.0,0.0,0.6770611579418364
0x009479c263046e392de100e6521d2a6601ac082e,0.29396667369611096,0.37216482421228136,0.0,0.0,0.0,0.0,0.0,0.6661314979083923
0xd1abe5db14d073883f2084c2af105652102bdefc,0.0,0.0,0.0,0.0,0.0,0.0,0.6645599417608935,0.6645599417608935
0x9c0f84c5788b74d429906708160cf5126c3398c7,0.0,0.653475770418374,0.0,0.0,0.0,0.0,0.0,0.653475770418374
0x3927af597c09774f91ef84bf765ded4109e9f8ea,0.09423315922797348,0.5586910085154486,0.0,0.0,0.0,0.0,0.0,0.6529241677434221
0x48ff06214283b3cf5c46ad6d1a31729f6cbf11d0,0.0,0.0,0.651659411947676,0.0,0.0,0.0,0.0,0.651659411947676
0xb51ffb60cb487911ac81581eec518803cc3e0e87,0.011151386764418965,0.01332891382937018,0.6247470103845998,0.0,0.0,0.0,0.0,0.6492273109783889
0x908101fc7cb87d4b3e7cdd6ef34e5d890adb6fc5,0.0,0.6491815458235153,0.0,0.0,0.0,0.0,0.0,0.6491815458235153
0x1411df065df3bedb53fc6c0038572cd5818bef9d,0.0,0.623210886569888,0.0,0.0,0.0,0.0,0.0,0.623210886569888
0x56dd99c2801cf413bb4ca9f5a401f737df5e0da6,0.0,0.6187983011396709,0.0,0.0,0.0,0.0,0.0,0.6187983011396709
0x2ea6bbf8eaf9f73589c347067c7c43ff637b6fc5,0.0,0.6116973460329913,0.0,0.0,0.0,0.0,0.0,0.6116973460329913
0xe2251252c83aa86e70ce37cc07c788cd4ba775af,0.0,0.6099003334224696,0.0,0.0,0.0,0.0,0.0,0.6099003334224696
0xe3d2e44ef2b07c432569f09f8348d3cffc14ea57,0.5731725055235755,0.018908448176743475,0.00038680623838215647,1.9048534592689358e-07,5.981619497216034e-05,3.0902519653902805e-09,0.003089509727249073,0.5956172794365202
0xfb8b00d5e83f6b039c47ba1d04a6c0ead6ae67b8,0.06690718626506326,0.525860906774722,0.0,0.0,0.0,0.0,0.0,0.5927680930397852
0x0583b4743394aee4fd3a77e05ed98c7b3e931160,0.0,0.5909732043355814,0.0,0.0,0.0,0.0,0.0,0.5909732043355814
0xac7cb1a684bac04010357888b55c29d40f1c8e85,0.39350506294986237,0.18830099418438007,0.0,0.0,0.0,0.0,0.0,0.5818060571342425
0x6628068ebd760aa4cf103329db4d0bddfd6fc117,0.15954491429928874,0.41986246751943557,0.0,0.0,0.0,0.0,0.0,0.5794073818187243
0x2f45724d7e384b38d5c97206e78470544304887f,0.0,0.5725426637871961,0.0,0.0,0.0,0.0,0.0,0.5725426637871961
0x5a40dfd9b1ad2a4bc5356a4829b4e6aa0f8f12e0,0.07468751811522685,0.4976728404087632,0.0,0.0,0.0,0.0,0.0,0.57236035852399
0xc7148d9609ccf292c58fb2ffcafab29caf6af5ad,0.0,0.5601081620471795,0.0,0.0,0.0,0.0,0.0,0.5601081620471795
0x0facac3bd128fe6d799898a059d3634b877c7a0a,0.0,0.5575995350591854,0.0,0.0,0.0,0.0,0.0,0.5575995350591854
0x09006946e70bb95fea200e635755d979f12f76ff,0.26693856189633103,0.2794771040583278,0.0,0.0,0.0,0.0,0.0,0.5464156659546588
0x77375a8c9d13bf79afb2a87f1b0ac1dfd5f5bf66,0.029412665474785108,0.5125676638598601,0.0,0.0,0.0,0.0,0.0,0.5419803293346452
0x8bc8b4e4921101bcc56ec084b906069b73de7276,0.0,0.48056394878133724,0.0,0.0002294552964818785,0.0,0.05547230303305185,0.0,0.536265707110871
0xd28a9fb4c656b815bfa452d089673a7735ee2124,0.5339292873636122,0.0,0.0,0.0,0.0,0.0,0.0,0.5339292873636122
0xa261277ee03044b256c2415564b5e97459f4e243,0.06104387857676651,0.469341980034837,0.0,0.0,0.0,0.0,0.0,0.5303858586116035
0xe69f04eb35fdab6bc7a8f36f92a9f3a470965215,0.0,0.5259648783409443,0.0,0.0,0.0,0.0,0.0,0.5259648783409443
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,0.04828400581062684,0.4762594259873971,0.0,3.0433597594251256e-10,0.0,0.0,0.0,0.52454343210236
0x64916cd4b15045fd156bc2a6460cd3207638e289,0.10770609535242791,0.4162567587126126,0.0,0.0,0.0,0.0,0.0,0.5239628540650405
0x13640f452a56aaa7a5a5e5a6bd24c45374dacbcc,0.19197110744287715,0.3247341786146531,0.0,0.0,0.0,0.0,0.0,0.5167052860575303
0x9c1915f821912f5bbcbbd07ef92cee9cf28068d4,0.5149952543226382,0.0,0.0,0.0,0.0,0.0,0.0,0.5149952543226382
0xb9895557c3cdb01d3b04199796aac59a309ba1c3,0.05886615212509128,0.45190535570495477,0.0,0.0,0.0,0.0,0.0,0.5107715078300461
0x9c919bd5222da7e44ad276d3e98ac2c961845ac3,0.0,0.0,0.0,0.0,0.0,0.0,0.5097449553781827,0.5097449553781827
0x48b1a8f92e403bc9dc7500b9cbcc4cadf35c7ac0,0.5086786336641823,0.0,0.0,0.0,0.0,0.0,0.0,0.5086786336641823
0x3959e4a4746f7cfbf0902547895ac1b1882b829c,0.5084944258599183,0.0,0.0,4.2436800410385084e-05,0.0,0.0,0.0,0.5085368626603287
0xd20b06157e2b66748ccf777d2ef4c65f6ae7bbd5,0.0,0.5035850264704869,0.0,0.0,0.0,0.0,0.0,0.5035850264704869
0x378a5f8138716c3579fba7fb5fb24f862a38a256,0.0,0.5035816769215192,0.0,0.0,0.0,0.0,0.0,0.5035816769215192
0xdddcd66893097ba4fb6086aeea5c199245477c45,0.05851495683556604,0.4429666715729816,0.0,0.0,0.0,0.0,0.0,0.5014816284085476
0x6e1392ecff9451276bc22ec9b9a7a376648fa1e9,0.500394437946111,0.0,0.0,0.0,0.0,0.0,0.0,0.500394437946111
0x22edc38749b59c31c9319eae7fc62143ac2fcc6c,0.0,0.29979535221332,0.0,0.0,0.20029321399735495,0.0,0.0,0.5000885662106749
0x0a7097d919b7421ecc03aed3aac68a13e7ef1f46,0.0,0.4911647231405683,0.0,0.0,0.0,0.0,0.0,0.4911647231405683
0x74c2c2751e1cafdc735b50a8d52ba6581bab6aac,0.4599660639017846,0.027826327688787948,0.0,0.0,0.0,0.0,0.0,0.4877923915905726
0xc6db461cc8fbe1ff767a63a8d85019265c187bd5,0.20722580276478833,0.2721148674810846,7.100170575864101e-08,6.979920809011752e-13,2.825304383535511e-10,0.0,0.0,0.4793407415308071
0x2d795f7de35a512e730e07ff96c4f7257441fe08,0.0,0.0,0.4774415862831566,0.0,0.0,0.0,0.0,0.4774415862831566
0x34242de9ad622169fc1a45b19ebcfbf6d88fa309,0.3824874086673528,0.08386619469751222,0.0,0.0,0.0,0.0,0.0,0.46635360336486503
0x621370f543d4e829ce5ca06addab3e784b90d06c,0.0,0.4642073551694821,0.0,0.0,0.0,0.0,0.0,0.4642073551694821
