address,rewards
0x67f4250e71e03f5d0b569bccf6cae4f645dc6a77,51.660535222258126
0xace0a4c087f7f199328fb1e38d8d27bd237b03fd,47.887793395365954
0x5783f9966dc9ccb64db2490449af2a8a1b74f1ff,26.824143989218484
0x1743cb4cbbc7d0042baa6a9bb104301be5b39f64,23.595087462778345
0xbb34666407e47f87a44e4540ee765909506cb105,22.47789240922473
0x5064d3e2906317905f1d59663d5fa257c15a704a,17.208109834434744
0x0ea82ecc7d0d498001a6fe03c9364750e538961a,9.241994838205287
0x420ab45e0bd8863569a5efbb9c05d91f40624641,9.123175561282691
0x3d778f9ecb9250153826ded3d0bc13736c0a4077,8.975019650661254
0xb18ec843b2c94bd3db66fd61974da3bc0993b7e9,7.592422882509593
0x0facac3bd128fe6d799898a059d3634b877c7a0a,6.840190271969522
0xbcd5a1776d5e28222f0ed0b8203e5648a0668842,6.810896355497082
0x2ab644df83c3a553a59c8b704aa108f15b84b131,6.335543422441065
0x62e485fd0e5c7d32f8ccf11aa356a1179c76e400,5.536012590894632
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,5.522507138343981
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,5.297742701687851
0x35efbc359375138a76763c68e04d3e5f66c7c05b,4.762091875111176
0xaa15b0e1d99a70684dbefa055d72bff3a2b91c1f,3.708826391437268
0x99e32a54dc3514c6588ccad6878891b831013bf2,3.337082882773501
0xa5abb8eeee3d2d6a75bbd2b1a91a08958e43e1e0,3.16494029144205
0xfffafff1445fb2d469b7f2d87fb3eadb8b1aa87e,3.1127532952282846
0xb460336e8850ba79c56cfa6e47de2fcd3d2d3d63,3.037704095576596
0x9ffe3530a5613d365e1cf88c8e74d5b5d5db1c16,2.7994458993311637
0x11d67fa925877813b744abc0917900c2b1d6eb81,2.7851261455319167
0xc3dc65bd20124cd2f3a6ab82aaa123fffbda7f56,2.30324366154744
0xe5c5a11d1ad75f8a67ca36f2ec6fc4c4a9a1cdac,2.277902640287828
0x240ce421d6c7b81909a9d4e84f0d83a30310f604,2.177034620084579
0x052c405b0291dbac72c6a106db8c65580c53241f,2.175952799956629
0x2a058ca0fa2e6b3be9722fc11213fba98ded9a66,2.1278105220341605
0x8f79a024bec9d0aedbbe3e3208ddd1f8aeab844f,2.0662495782723798
0x2f9eb07901c6df7f7f956c5142c33de7c5501585,1.9362201576406
0x3dc212872b7e914912f11b270fc864c1b9804cd4,1.8990388740871211
0x72fd36da4573caefa198bc8813472a9b19afa3e7,1.8220645377678928
0xa0580a130ca644dbef1bf397fe373f66c3ad83e9,1.8110934543224095
0xb8cb47d82a5e3e84b1c5b7f2cc2a0c7d1afd3028,1.8060293047922944
0x92fd56cea0d82f0478d176859d0f1f8ded977531,1.7027922035556429
0x47930c76790c865217472f2ddb4d14c640ee450a,1.6815206624751247
0x9f4dff2c118728ace31117c8016458f954fdd5dd,1.6754840364644092
0xc8986d00e0613fe111fdf4d3accb5f816611b9b9,1.649588384309173
0x74581a35407c9a821bd2b68d595b6134d27e422d,1.6085413440689782
0xa9a7e0e91689c49bf9f2a15a768caebba6a5eec5,1.5962177776183537
0x47e24a7761e832973b9fc385690b923f56a00857,1.5250161113244858
0x65e46f2e91e35c63e6019e62670b26a9c16d5773,1.4933647227483282
0x13a5755535f27a2db363fee1cadb39475dc42c49,1.4854233192420843
0x2567987a64f847cb45d8d9e209b3b6b6fdf528e1,1.4730786820656343
0xb5437fc3ceba1c43a3eed3dcd584d26155a7b9b5,1.471049865014708
0x4e6312877edcec6b96ea25c853b41db12e54afc7,1.4247787605421547
0x8c681f81b61ca87d04d89cc80f00e2261bc41047,1.4186591344081896
0xf55de9a5159e18a5e960c4ea7eaab3ccabc5b0fd,1.3735333988956793
0x18b869119cc339a5a835b79a9ca52d1e985234ec,1.3709812918219935
0x9d6086239968f79c0c4a6883653f5c3270331692,1.350677692989708
0x32cf8e7884b904e93961e046564bfd90dd7bc7e8,1.3454821955628202
0x25b14bc494c1a868c61800bc08db0a3ee75bd827,1.3171157342400435
0x009fdc047e8771b8be1371fc277468a9547220f8,1.3125825021635458
0x2a21cc5d8bcaa0d10078c99606b03ee46c58817d,1.264073436918772
0x87dd259d18803e8dcdea435252c8980b7901308b,1.246305664518009
0xda033acb3f310ab198fe54979cec6b10bdc427e8,1.2249557301111391
0x25a0c9db3d86581922e590d638315e738d07dc2b,1.2118301437945855
0x15a105b6eca967a438a6930f6859b7e5dbc134a7,1.20067387202736
0x833649f0034cae9afd43bdd5b5e1f5a835a7a753,1.199519390394867
0x7d006a0b6eab4bd69fdf4e8e81aa06fa797543a1,1.1956753959084645
0xea0b91e10e31bf3f1bd25bd70a389dfc932512d6,1.142018042055001
0xa236e217d428c0b9da973e7c8cc86e2ff8a9d923,1.0527002652591053
0x2b2271a3e2ad3c04b027f6f79cf412df7a5d62e2,1.0520654227662716
0x5b91d8975cd743a4e345ca99776a33c5432ea163,1.0406089883679395
0xbaa90106042c8fb2e4ec54b7215e9ce900b6b740,1.0204053187200983
0x51f1ea9aa6211f2c163b195ab8a35f4886bbf81a,1.0094362006836233
0x9c60ab41156fbcc07e3cde38453ec74bfb3128a1,0.9870341688833191
0x49e7cf16d2cfdf6173be328401cee3db6d08137b,0.9820326384350042
0x3959e4a4746f7cfbf0902547895ac1b1882b829c,0.9732976464869335
0x60fd830164c18b991b9939e5fb98a1e48f17d61f,0.9547470583415347
0x1904c586ca1152746af0d903fa4d611d2836cd9a,0.9487065969270929
0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,0.9464883240712948
0x741a7dacb55be94dd841d83b78c9bec37cc022b5,0.9423429411936809
0xd1dde968ae5a1cc8731cd095f4fd19c8b299af38,0.9421194655772183
0x5462253d67c328d76c0a9e63c517d9eeb0731f11,0.926478589689308
0x2786d9e3bf0588e080d6a4c449fd575aa4976476,0.9167492098759759
0x485c07c5516315881c732c90122ba4de3f356180,0.9160484665912854
0x4c03696f8b3ca2b604bd25877aa11d7d3dd5fd57,0.902325297016922
