address,Hypercore USDHL/USDC Rewards,Morpho Vault USDHL Rewards,Hyperswap USDHL/WHYPE Rewards,Hyperswap USDHL/USDT0 Rewards,Hyperswap USDHL/FEUSD Rewards,Hyperswap USDHL/WHLP Rewards,Kittenswap USDHL/WHYPE Rewards,Kittenswap USDHL/USDT0 Rewards,Kittenswap USDHL/WHLP Rewards,Total Rewards
0x407afe1e87bf741293d47e562b107a633e678562,1.1902747862639078,4.6547625136943305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.845037299958238
0x0fffab764a78d2cf36a9f6079ad0e8361fa2eb94,2.8017899017930374,1.5047817441399531,0.0006661672820138821,0.00014374395367789227,0.1130615630001329,0.4099830603516363,0.02429905936155666,2.96790193622898e-05,0.0,4.85475491890137
0xa8349546fd68e7531f8426851e09574756c1e441,0.0,0.0,2.4765234319141607,0.0,0.0,0.0,2.36404469381322,0.0,0.0,4.840568125727381
0x22d8f72787974e0f897f966b201ada0fc15dc0b6,0.05127986463414504,4.581482924324482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.632762788958627
0x76c2164fc79492401db1890db0d17d16b9155aa0,0.0022264568092725343,4.452388919469901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.454615376279174
0x928b702d2c709fbfa74b736cabcd777a953864dd,0.0,0.0,0.0,0.0,0.0,0.0,4.284956661824959,0.0,0.0,4.284956661824959
0xc8c8a69aa79652ed59b6446f8a2e3c0db57376ce,4.2745113011919456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2745113011919456
0x21813dd67fecb6dffb3f74bb35c13336bc99a519,1.6063022466165608,0.0,2.6304591765965175,0.0,0.0,0.0,0.0,0.0,0.0,4.236761423213078
0xefb09a2a095d0372f67053888010179e7a088293,0.0,4.111988605729021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111988605729021
0x736dde3e0f5c588ddc53ad7f0f65667c0cca2801,0.05321872848655142,0.1441301160635949,3.7568409076144036,0.0,0.0,0.0,0.0,0.0,0.0,3.9541897521645497
0x920fa68300c8aa95c4563e0daf79a0b0e51f0cfe,2.5793998459127585,1.2993466414170802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8787464873298387
0x7a35bbc1de0b86e11aea964956807e08317f3803,0.31913572273281415,3.492190672445437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8113263951782512
0x7c6db5dcfab3be735ac65e019b1ffb2bda214ff9,3.6935363727495076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6935363727495076
0xef962f012cd63a3ff0286e710fd9600620306a53,1.987149048247717,1.6860639223986142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6732129706463312
0xaf7fd67ae6b3e25f83291d5600fbe3b776eea4d3,3.579330510636829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579330510636829
0xceec48581b3145a575508719f45da07dc57fa7ce,0.0,3.524781233117827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.524781233117827
0x8667cbf8af0241940f1de5c6f010199025f9eec4,3.4949759351857734,9.180948752060508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495067744673294
0x6d7823cd5c3d9dcd63e6a8021b475e0c7c94b291,0.2429426799587132,1.4164155162266807,0.0,0.0038223962328665924,0.0,0.0,0.2775142264681045,0.0,1.526894627039114,3.467589445925479
0xa656a158fdd934e8a78bf16777ea0303f1067149,3.422638151268739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.422638151268739
0x31cbd708b505d3a9a0dae336bc9476b694256e74,3.2899038767633635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2899038767633635
0x36e285138b9b81eb72d2cdd65ca320111fd42da1,0.0,3.1488905617957483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1488905617957483
0x70e439584ef1ba300106b9c16543eaa1de676dc2,0.875010188983049,2.2533890766852194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1283992656682686
0x7258d00a24d6829ac4bf355127bfbc9e2303aed4,0.0015934448785248849,3.0493543975380697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0509478424165946
0x4fe9e1465d589757e0469b33504d00b91f431055,0.0,3.0198268016094527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0198268016094527
0x2c39f0041750e8b741b6918e49f7853351d98ce9,0.0,2.8677888430744445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8677888430744445
0x9321d8117e73b0c79035f0e87debcfd8dbb1d75a,0.0,2.756721854710309,0.0,0.001044729744012087,0.024258336553850728,0.0,0.0,0.0,0.0,2.782024921008172
0xba58eb3a9a89e78370aba6d8a19640525acc6a02,0.0,0.0,0.0,0.0,2.766000434764577,0.0,0.0,0.0,0.0,2.766000434764577
0xaf0fdd39e5d92499b0ed9f68693da99c0ec1e92e,0.7303813995898732,0.0,1.9250604819543264,0.0,0.0,0.0,0.0,0.0,0.0,2.6554418815441996
0xd8d4241b00bb8a692171ce3780cfd3e660dd5e65,0.0,2.6001533354697917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6001533354697917
0x9f5362c5ad18e5a3f9c06e9cf26d5ae0c5833f3f,0.8493403073868449,0.9254101151301655,0.11465486658971641,0.0008003792952317542,0.12797056706079446,0.0,0.471989926665679,0.0,0.0,2.490166162128432
0xd1dd6d99c5fb5d31ff52eacce5046c7158859e85,0.6535418123790957,1.7757996639131763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4293414762922723
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,0.0,0.0,0.0,0.0,2.366680370798681,0.0,0.007356025705239438,0.0,0.0,2.3740363965039206
0x5e57fded90c4635648eb7b3ba29705ff0769d103,0.669250119360285,1.6893694318940664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3586195512543515
0xc3eed391e92ac9d810cb43cc4c1124e99ccaf688,0.06943261131537341,2.263569979813408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3330025911287815
0x103dbc912d57dc2ce7d8211e16c8e20d02ba6528,0.0,2.3170863494872878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3170863494872878
0x8fdbd50e88ab3624263ff888861f202e0dd0b9c2,0.0,2.309500620973287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.309500620973287
0x21c107520fb69ab1eed094b67516f6c5cb3f9700,0.0,2.291802683112246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.291802683112246
0x3498d9771f02ae6800e4059cd2b5c9f6de6ee75a,0.0,2.247650051674246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247650051674246
0x154dfbb9a7072a2aea22c32b9868fbc4c8df8b51,1.381114691819012,0.8623239025949492,0.0,1.273822954910268e-05,0.0,0.0,0.0,0.0,0.0,2.24345133264351
0x44db61c6cedfbda1428e1ea07d7d31b8140a9519,0.0,0.0,2.2423352801414107,0.0,0.0,0.0,0.0,0.0,0.0,2.2423352801414107
0x514c4ba193c698100ddc998f17f24bdf59c7b6fb,0.0,2.2035829207675395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2035829207675395
0x8c8d16b8005eaed1f27e04e5e6df154b96fe5f83,1.9472871851259925,0.15001356062996468,0.0773091928973969,0.0,0.0,0.0,0.0,0.0,0.0,2.174609938653354
0xed9c58b7b8314703591feff77014e60ace2532e7,0.22317867470272193,1.9066709907057133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129849665408435
0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1.30494913134848,0.0,0.7566193006018922,0.0,0.0,0.0,0.0,0.0,0.0,2.061568431950372
0x961d661aabf8887506f19aba041e6d7b69e40f9c,1.9419322808117356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419322808117356
0x27ab6308d7ea73f82c0cce159400ac3f8fe9cf44,0.0,1.8207222205042228,0.0,0.0,0.0,0.0,0.11242393481862488,0.0,0.0,1.9331461553228477
0xbf7e7d6a59ef41762b585d7521c7bf01577f9062,0.0,1.9158434430904276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9158434430904276
0x0fe28b4950ce9abe91301d8d44e719387f652785,0.0,0.1281692362417869,1.7622983487401553,0.0,0.0,0.0,0.0,0.0,0.0,1.8904675849819421
0xfbb47621086901487c7f3bec6f23205738d59e27,1.873677368712467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.873677368712467
0x2a06d90d7bf42cc5e5866b8c00adf4e43ea25a7b,0.0,1.8735046592529523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8735046592529523
0xb3debb76bb0c064397eadbb40437799c97b8f649,0.0,0.0,0.0,0.0,0.0,1.8451800768006037,0.0,0.0,0.0,1.8451800768006037
0x99460c6b44fd9d93528b3b6e3365793acb40bb46,0.35702344691413546,1.4835660770030035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840589523917139
0xddb54c1ec6c0b78e7d27382304dfa3b27ee9dbb6,1.79068516838975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79068516838975
0xdbbdee771e62ab57894e8b8bdefbe094d3135ddd,0.7696733246003558,1.0013318189389668,8.716115517568099e-08,1.5118906262549e-10,3.353820545493121e-09,0.0,0.00026336260330902405,2.1692339178078813e-12,0.0,1.7712685968109656
0xabbc6aaf0f99a05e2e00e0426b5628b404a5e3b3,0.0,1.7593253776989242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7593253776989242
0x5f31df82d68bc9705eeb0febf3fe3b6359ba586d,0.0,1.6808848571132007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6808848571132007
0x3e4fa6c9db43ab1042d6de4ee2d4d07790179201,0.0,1.679718320024679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.679718320024679
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,0.0,1.6745738243204575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6745738243204575
0x107332a1729ba0bcf6171117815a87b72a7e6082,1.6668453011600592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6668453011600592
0x48b1a8f92e403bc9dc7500b9cbcc4cadf35c7ac0,0.1909721703963342,1.1572464090295715,0.2621477308589172,0.0,0.0,0.0,0.05598491195176846,0.0,0.0,1.6663512222365915
0x482b0f4dad512fe086e121882a81e34c374acae4,1.6645926022886075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6645926022886075
0xfb7d8e5bde6cd8b829f4846eb8f3fe3f241a302e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6645641395917838,1.6645641395917838
0x4583f9b7a06ab8b5b7b4a7dd27e774356015d406,0.0,1.6445699383887737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6445699383887737
0xcf903fc632733d5453ee12cb92b56dc22fcb5bd1,1.6412974498707826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6412974498707826
0x685feceec46dd4e5c9b5b726f5d7550fd0eda526,0.6263379478111536,0.9758766934287226,0.0011247567381161207,0.0,0.01889027700165208,0.0,0.0,0.0,0.0,1.6222296749796445
0x362b086c7551ff2c16868fd77ac5ac717fb1a80f,1.070601914165279,0.5483164672929903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6189183814582693
0xfd7e2721da55ca7bdc20e90626724c77dfdde0c6,0.049494040386675736,0.2594270632457447,1.2561625462992259,0.0,0.0,0.0,0.0,0.0,0.0,1.5650836499316463
0x77b70eb23449bd282aeebf12c7b657cb64af7740,0.15548836372722102,0.010713241959099309,1.374605100252067,0.0,0.0,0.0,0.0,0.01493692761166329,0.0,1.5557436335500505
0x33374aea77aec21b8e0304035905c33fde845b44,1.5298857543131879,0.0030874920323894837,0.0,1.7750710807536504e-11,0.0,0.0,0.0,0.0,0.0,1.532973246363328
0x17507072c2ee8bd8f6debd38d048c8a1887b39d4,0.3676132235946946,1.1373586236909925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5049718472856872
0x2d267aedc23c0f6020b5ff0878c007764e393aa6,0.32962227896701213,1.1633192814813003,0.0,0.0,0.0002087476910157409,0.0,0.0,0.0,0.0,1.493150308139328
0x28177b138fdec353c1da1858798c52ac0be0a0a8,0.33700258436292235,1.1480166675196102,0.0,0.005413146766101582,0.0,0.0,0.0,0.0,0.0,1.490432398648634
0x51bc3dd10a9ee4946f961038cf5d50057e49eb77,0.0,0.0,0.0,0.0,0.0,0.0,1.4823904223893678,0.0,0.0,1.4823904223893678
0x0cf2df85215eee5c1646c4c0e682dd5b6f9aa485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4677474955856464,0.0,1.4677474955856464
0x480e316d09cffb8bb4dad75b2827745c272b6b3b,1.4563776553319983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4563776553319983
0xa4c75e6bfef0d96ffa9b679baf8262da248a9096,1.4276799510586269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4276799510586269
0xcac1f1c3e4599e044dc2a9d38a9b6ef1af1bdae8,0.0,1.42119616865079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42119616865079
0x93715ac02e3e7adcc95fdbbfed645965969782e4,0.892040199255021,0.5135523418279003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4055925410829213
0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,0.4016849683087512,0.9968679907376131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3985529590463643
0xb5fe354a88a69298a4d56ce7b2363542bdd7e3e8,0.0,0.0,0.0,0.0,0.0,1.3966828140067822,0.0,0.0,0.0,1.3966828140067822
0x6adbdaae3f9fa8761b83aef4aeb0bf1352a451be,1.3680416381407365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3680416381407365
0x92a9db347130e0495bcb8b948dbe66f553592110,0.0,1.2981859905617714,0.0,0.0,0.0,0.0,0.0,0.04034581737843059,0.0,1.338531807940202
0x459fea28e89e7b6dcc005f08eb13089a3edd1c94,0.7750864155285098,0.5478919318279396,0.0,0.000703355109822379,0.0,0.0,0.0,0.0,0.0,1.3236817024662717
0x7927f5c840f01f3fe039c9399efcaa3d3497cc35,0.37396665493998227,0.9066271148085079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2805937697484902
0x85e410e4c535cb1709dbd36468f132037a5b2087,1.2745184227718078,0.0,1.0909664219244247e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2745195137382297
0xa6afc4610acc35afe818df9039baebdf386892c8,0.8925637983438592,0.33238170521486354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2249455035587227
0x5b236d19f680ff47e7bf2a9eb88fc5cc03d443a8,1.2053156879555829,0.009796289398889073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2151119773544719
0xbd1ffc762f55f15085bacfe60100b114e654303b,0.0,1.201651678435241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.201651678435241
0x60d97552d8f7982922d18d0f2a8fbd9d5b0e2c28,0.1487408085089525,1.0468144018472734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195555210356226
0xf3b81a4cae77e820f1b82f46ebd8216b57d1226a,0.0,1.180564296787295,0.0,0.0,1.386303342375926e-06,0.0,0.0,0.0,0.0,1.1805656830906373
0x42d260986a18d1c29ed21deb5838656a79f577a4,0.19552445503865162,0.9821132570126078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1776377120512593
0xd9f0834e7ca9b9262df3189b850ebf9514027e82,0.0,1.1006033562354327,0.0,0.071322236550147,0.0,0.0,0.0,0.0,0.0,1.1719255927855796
0x563bf0731cf71ad7cea05b9c48a802d8c53e7dc4,0.0,1.1583204727214105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1583204727214105
0xf1219d29669625f8ca1c312db488f9135779df23,0.0,1.1580378507652367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1580378507652367
0x93b575a07ba3abb5940a24d5e319d0dd21d4ee9d,0.0,1.1498202222371459,0.0,0.0,0.0,0.007015636525771164,0.0,0.0,0.0,1.156835858762917
0xc6877a65349b0fa45cc61a267ee682c7abf2b369,0.0,1.148727133070046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148727133070046
0x11ddd954aa0772e56bd369c629c166d5ddf1f0c1,0.0,1.1362334482250789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1362334482250789
0x1b225f6b10cb3e67a55b3ea85169e0696e16a34a,0.04921783236913198,1.0386885593893624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879063917584944
0xe706f6b5e7f9e2320b02a77758c9a0bc3397e0e5,0.03794603522956025,0.8138292965011276,0.0,0.0,0.0,0.21960050390657945,0.0,0.0,0.00022798500015907145,1.071603820637426
0x75259c8d688f5cb7bac59b1cf01bd534048ad3ca,1.0605894476701212,0.0008907605994233178,3.784085892381323e-07,6.317792941476012e-12,4.6328390143649475e-09,3.005632247599077e-09,0.0,0.0,0.0,1.0614805943229226
0x2ab644df83c3a553a59c8b704aa108f15b84b131,0.2916454197233551,0.7649401388361958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056585558559551
0xa183a9fdae89949393995f6d773311054a9cb684,0.22308820562835158,0.0,0.832253541803778,0.0,0.0,0.0,0.0,0.0,0.0,1.0553417474321296
0xac38a7473c31a1989a999c0a5da9a4e0d57f2574,0.0,1.0209600121340117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0209600121340117
0x6a68794281e4f60e5747f1df785f5983fe2ab36b,0.2675451987560501,0.7234894983593989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991034697115449
0xa663473951a57fe34c0a8f4e3d869a29593cf5bc,0.8683181029594569,0.1214359171398828,0.0,0.0,2.249008949027529e-09,0.0,0.0,0.0,0.0,0.9897540223483486
0x27a3144d9d1acdec3b6bcef17693f7bdbc3d044b,0.15038881471819576,0.8306592762928705,0.0,8.659016973814766e-12,0.0,0.0,0.0,0.0,0.0,0.9810480910197252
0x0e3f5bb797e3953fed2a319544d0e821b4a11e1c,0.16838618645971035,0.0,0.801177775433213,0.0,0.0,0.0,0.0,0.0,0.0,0.9695639618929234
0x8f25818ff64be1abee91abca70c306b33b602062,0.0,0.42116909618342085,0.0,0.0,0.0,0.0,0.5430511792603244,0.0,0.0,0.9642202754437452
0x94b64976492c364e20ff6b14187b9b813ca99081,0.0,0.0,0.9614370841359345,7.93519334278808e-05,0.0,0.0,0.0,0.0,0.0,0.9615164360693624
0x9c0f84c5788b74d429906708160cf5126c3398c7,0.22527641354426023,0.7231677671411405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484441806854007
0xf4cd43bc0a1f02a53f39a5e8d1a3cc8fdeb1b9c5,0.0,0.917382348835947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917382348835947
0xe254e9ac8ce01459775e1021ea397c7be4a1ee53,0.907254647773516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907254647773516
0x9c7035f6c578f0d0372155d23da1c9345e8c89d9,0.0,0.0,0.0,0.005894322892115021,0.8943179567233706,0.0,0.0,0.0,0.0,0.9002122796154856
0x85378a92dfb0b2f5970ccfcd23378f8003875795,0.8918733523424676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918733523424676
0xaa782f348daf6aeee7606cf3a15c9bdde2be9aba,0.8860742574193102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8860742574193102
0xc667891581280551ad01a0feece6b925d9c9bb08,0.0,0.861047777865219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861047777865219
0x0a7097d919b7421ecc03aed3aac68a13e7ef1f46,0.0,0.8581608613073858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8581608613073858
0xe02b82fdbcc4b090f3ad58ad1e22f7c6a5bbfa83,0.29741248194095354,0.5592364129212626,0.0,4.833456287326672e-10,0.0,0.0,0.0,0.0,0.0,0.8566488953455618
0x07757d335c644ede3e1d89a30c1234b4b08a82d3,0.29281107730312445,0.5621714047716982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549824820748226
0x119ee1752caa8991299daabd42833dcc5b425246,0.5402612560826323,0.31267238927277263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852933645355405
0xe3cb8870119df8c26a136a066e765bc94fa185c1,0.000663853932107739,0.8505110377176267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8511748916497345
0x4c496ea116a09651778e480b2e7e5aba78514521,0.0004463042343124261,0.8385742567199429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8390205609542554
0x3927af597c09774f91ef84bf765ded4109e9f8ea,0.12284929202044276,0.580123667894745,0.13312798670137538,6.316932093397454e-05,2.3501720040656364e-07,0.0,0.0,0.0,0.0,0.8361643509546974
0x1a4c6a8de54333164905d88d009eaa64bf91679e,0.0,0.827294226737189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827294226737189
0xce75bb6f341975d377e7b68c7638a6f9d52f6885,0.8216270484067555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8216270484067555
0x3aee6da9161e0a2a8985413ceaa5a3562225e8e8,0.22302409397680645,0.5968134331248585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198375271016649
0xc125fa384407c574522a18c17440d437d6767bba,0.4492893965026606,0.0,0.0,0.0,0.0,0.0,0.0,0.3507029762289012,0.0,0.7999923727315618
0xc6db461cc8fbe1ff767a63a8d85019265c187bd5,0.40836062521112804,0.3873736558793031,5.7554982020616506e-08,1.0967090979195618e-12,7.149870523413627e-10,0.0,4.356885836061919e-08,4.2809879203053584e-13,0.0,0.7957343829307834
0xe3d2e44ef2b07c432569f09f8348d3cffc14ea57,0.7435766205997377,0.029704512566466085,0.008145726464785775,3.4477627551021663e-07,0.00012661945779077573,7.213438640974268e-09,0.0032882577097986514,0.0006973977023646878,0.009730119270911797,0.7952696057615697
0x705f95654ab855abebb5aca678887c3333fb99c4,0.2395979029933163,0.5400168377677508,0.015082140009272733,5.186682718144193e-06,0.0,0.0,0.0,0.0,0.0,0.7947020674530579
0x587cbde67de3de091361bf5bea1a87f0883a96c2,0.08790705218208388,0.7055906633957238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934977155778077
0xe69f04eb35fdab6bc7a8f36f92a9f3a470965215,0.0,0.4774218936292754,0.31533739498778995,0.0,0.0,0.0,0.0,0.0,0.0,0.7927592886170653
0xbee848cc5d66df611a3bce41bcd12233a784fa69,0.0,0.0,0.0,0.0,0.0,0.7880882232765343,0.0,0.0,0.0,0.7880882232765343
0x669e70916bb6b692774dc2ff369ae5bbbedd9b6a,0.22534283883487546,0.5463848701949108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7717277090297863
0xcfd126577cdf70582885bfe35a75cd7e5678ec62,0.49088569856673325,0.006786582826446718,0.0,0.0,0.27350309365016373,0.0,0.0,0.0,0.0,0.7711753750433437
0x0ca183df86b547615d39b02ffc5af4078ad86b92,0.2344669118067385,0.5363313810937609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7707982929004994
0x62e485fd0e5c7d32f8ccf11aa356a1179c76e400,0.7440651565704585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7440651565704585
0x8bc8b4e4921101bcc56ec084b906069b73de7276,0.0,0.5272580944631815,0.0,0.00040840887992077857,0.0,0.17152919288898186,0.0,0.03930485596874525,0.0,0.7385005522008293
0xcc660e4a6b1b1766911bf5e75e10b6aa66683b48,0.08255203328944231,0.6450998677141202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7276519010035625
0x658a0223b6c508ec365c2c3569780683af29d248,0.38549389962173775,0.33598069879646075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214745984181985
0x9b422e571eb2cb9837efdc4f9087194d65fb070a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719653081431328,0.0,0.719653081431328
0xe2251252c83aa86e70ce37cc07c788cd4ba775af,0.0,0.7177540545089187,0.0,0.00023260055026518906,0.0,0.0,0.0,0.0,0.0,0.7179866550591839
0x187cfabdfee59f5f808bb5b584109c5bb2f812cb,0.4413168986990276,0.27217304487355143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713489943572579
0x97ba79049f770a3bf0acf245836e34c38a18c318,0.0371731350325788,0.0,0.5798203271137811,0.0,0.0,0.0,0.09307583138015828,0.0,0.0,0.7100692935265182
0xaea70d79aa8c2ac857dc8b1d2e0d441d0d556d0a,0.0,0.6977866496383904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977866496383904
