address,Hypercore USDHL/USDC Rewards,Morpho Vault USDHL Rewards,Hyperswap USDHL/WHYPE Rewards,Hyperswap USDHL/FEUSD Rewards,Curve hwHLP/USDhl Rewards,Hyperlend USDHL Rewards,PrjX USDHL/USDT0 Rewards,Total Rewards
0x5783f9966dc9ccb64db2490449af2a8a1b74f1ff,8.780174929041513e-13,3.041954182227633,0.0,0.0,0.0,0.0,0.0,3.041954182228511
0xed9c58b7b8314703591feff77014e60ace2532e7,0.0,2.46102188599912,0.0,0.0,0.5193665863434958,0.0,0.0,2.9803884723426157
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,2.6550986205288187,0.0,0.317255146335117,0.0,0.0,0.0,0.0,2.972353766863936
0x22b0956aed6e18be9aa479670401d5d61cfb5bb9,0.878357741810358,2.061949159585825,0.0,0.0,0.0,0.0,0.0,2.9403069013961827
0x345359af77917c494f4282f389b534d64e1cb323,0.0,0.0,0.0,0.0,0.0,2.6070967392666007,0.0,2.6070967392666007
0x7cb297533d4b7a187f252c3a0d72a282802dd949,2.5961033501531183,0.0,0.0,0.0,0.0,0.0,0.0,2.5961033501531183
0xa656a158fdd934e8a78bf16777ea0303f1067149,2.5891723295068156,0.0,0.0,0.0,0.0,0.0,0.0,2.5891723295068156
0x93d2f4f3a0445aa808c99cbd6ba05236a895379f,0.0,2.5623418115651617,0.0,0.0,0.0,0.0,0.0,2.5623418115651617
0x62e485fd0e5c7d32f8ccf11aa356a1179c76e400,2.549962411729097,0.0,0.0,0.0,0.0,0.0,0.0,2.549962411729097
0x7be19059fa7337d8ff76aeda43c893ecdb119adb,0.0,2.5358705615777968,0.0,0.0,0.0,0.0,0.0,2.5358705615777968
0x35efbc359375138a76763c68e04d3e5f66c7c05b,1.0549775647393986,1.0677608409967372,0.0,0.0,0.0,0.40786841486720005,0.0,2.530606820603336
0xf2f79c84483b18f23404c2936977e1d86ce5e177,0.0,2.5152686429214772,0.0,0.0,0.0,0.0,0.0,2.5152686429214772
0xc3eed391e92ac9d810cb43cc4c1124e99ccaf688,0.04357768457516278,2.344333287576211,0.0,0.0,0.0,0.0,0.0,2.387910972151374
0xa6afc4610acc35afe818df9039baebdf386892c8,1.3223986089745654,1.0379198125411353,0.0,0.0,0.0,0.0,0.0,2.360318421515701
0x4937c6b353864c7586198eb42b1c91dc917e0bd6,2.3501198393864113,0.0,0.0,0.0,0.0,0.0,0.0,2.3501198393864113
0x564bbf08f4c190e12fb8317776925120c8305296,2.265241420424188,0.0,0.0,0.0,0.0,0.0,0.0,2.265241420424188
0xbaa90106042c8fb2e4ec54b7215e9ce900b6b740,0.0,0.21436287940359647,0.0,0.0,0.0,2.040938131645,0.0,2.2553010110485965
0x514c4ba193c698100ddc998f17f24bdf59c7b6fb,0.0,2.1943624772774393,0.0,0.0,0.0,0.0,0.0,2.1943624772774393
0xaf0fdd39e5d92499b0ed9f68693da99c0ec1e92e,0.2085511014638601,0.0,0.0,0.0,0.0,1.9351146955210001,0.0,2.1436657969848603
0x21c107520fb69ab1eed094b67516f6c5cb3f9700,0.0,2.0797121759355504,0.0,0.0,0.0,0.0,0.0,2.0797121759355504
0x70e439584ef1ba300106b9c16543eaa1de676dc2,0.0,2.0391553644007985,0.0,0.0,0.0,0.0,0.0,2.0391553644007985
0xa68eb8520766ca5eae81e547128d5cc3fa909a1e,0.0,2.0234400593616098,0.0,0.0,0.0,0.0,0.0,2.0234400593616098
0x1dff8c29ad7f6d8841a25a9dda8956f2e7a3c134,0.010843824605518306,1.857252001895308,0.0,0.0,0.0,0.0,0.0,1.8680958265008263
0x8c8d16b8005eaed1f27e04e5e6df154b96fe5f83,0.9265266435928566,0.9275180759316283,0.0,0.0,0.0,0.0,0.0,1.854044719524485
0x66fa9bedf5fe4af3e548c4d115903763c087104f,1.7571249964509668,0.0,0.0,0.0,0.0,0.0,0.0,1.7571249964509668
0xb83cee9e0669ad5cecd6100cc94f5341c2a13b98,0.0,1.6614174917466025,0.0,0.0,0.0,0.0,0.0,1.6614174917466025
0xabbc6aaf0f99a05e2e00e0426b5628b404a5e3b3,0.0,1.5965119669321397,0.0,0.0,0.0,0.0,0.0,1.5965119669321397
0xcac1f1c3e4599e044dc2a9d38a9b6ef1af1bdae8,0.0,1.5573999902560494,0.0,0.0,0.0,0.0,0.0,1.5573999902560494
0x0284bbd3646b59740a167ef78a306028343f3806,0.2716260046266264,1.2733125095984272,0.0,0.0,0.0,0.0,0.0,1.5449385142250536
0x21813dd67fecb6dffb3f74bb35c13336bc99a519,0.0,0.0,1.4643136280595908,0.0,0.0,0.0,0.0,1.4643136280595908
0xaa782f348daf6aeee7606cf3a15c9bdde2be9aba,1.4588204666467706,0.0,0.0,0.0,0.0,0.0,0.0,1.4588204666467706
0x908101fc7cb87d4b3e7cdd6ef34e5d890adb6fc5,0.12731253137881984,1.31023867198274,0.0,0.0,0.0,0.0,0.0,1.4375512033615598
0xb18ec843b2c94bd3db66fd61974da3bc0993b7e9,0.0,1.3488666019858155,0.0,0.0,0.0,0.0,0.0,1.3488666019858155
0xdd7ee7e92ff7675965d08385ec7279448f17e80b,1.3435418157898988,0.0,0.0,0.0,0.0,0.0,0.0,1.3435418157898988
0x2ea6bbf8eaf9f73589c347067c7c43ff637b6fc5,0.0,1.323184567270964,0.0,0.0,0.0,0.0,0.0,1.323184567270964
0xf1219d29669625f8ca1c312db488f9135779df23,0.0,1.2882846019104133,0.0,0.0,0.0,0.0,0.0,1.2882846019104133
0xd791427e372186e90637caf1d6d6afb054beec7a,1.2762331420831958,0.0,0.0,0.0,0.0,0.0,0.0,1.2762331420831958
0x9d6086239968f79c0c4a6883653f5c3270331692,0.0,0.02065152403307626,0.0,0.0,0.0,1.2522149749102,0.0,1.2728664989432763
0x685feceec46dd4e5c9b5b726f5d7550fd0eda526,0.1065298064869803,1.1167918353071034,0.0033077641622785343,0.000615664719598515,0.0,0.0,0.04525790834607154,1.2725029790220321
0x563bf0731cf71ad7cea05b9c48a802d8c53e7dc4,0.0,1.2530772461714632,0.0,0.0,0.0,0.0,0.0,1.2530772461714632
0xac38a7473c31a1989a999c0a5da9a4e0d57f2574,0.4607170231768654,0.7198174509674619,0.0,0.0,0.0,0.0,0.0,1.1805344741443273
0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,0.19941932221916395,0.9361520723649545,0.0,0.0,0.0,0.0,0.0,1.1355713945841184
0x44db61c6cedfbda1428e1ea07d7d31b8140a9519,0.0,0.0,1.1285071496382788,0.0,0.0,0.0,0.0,1.1285071496382788
0xf4cd43bc0a1f02a53f39a5e8d1a3cc8fdeb1b9c5,0.0,1.097958712244697,0.0,0.0,0.0,0.0,0.0,1.097958712244697
0x2ab644df83c3a553a59c8b704aa108f15b84b131,0.0,1.0968339859605778,0.0,0.0,0.0,0.0,0.0,1.0968339859605778
0x609c669b3e848158ad341fc1c390e5157ec53147,1.0916852280571319,0.0,0.0,0.0,0.0,0.0,0.0,1.0916852280571319
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,1.0882379807990772,0.0,0.0,0.0,0.0,0.0,0.002756949095930844,1.0909949298950081
0x92a9db347130e0495bcb8b948dbe66f553592110,0.0,1.083006298716665,0.0,0.0,0.0,0.0,0.0,1.083006298716665
0xebf0fb688453698c155e5ef9e5b5ce3995d69e53,0.0,1.0431544660124241,0.0,0.0,0.0,0.0,0.0,1.0431544660124241
0xc6877a65349b0fa45cc61a267ee682c7abf2b369,0.0,1.0424203719998955,0.0,0.0,0.0,0.0,0.0,1.0424203719998955
0x09c0e7d6c97b942a06361bed21a1f4224d7988f5,0.0,1.0415318390711181,0.0,0.0,0.0,0.0,0.0,1.0415318390711181
0x60d97552d8f7982922d18d0f2a8fbd9d5b0e2c28,0.0,1.0388852126702937,0.0,0.0,0.0,0.0,0.0,1.0388852126702937
0xd9f0834e7ca9b9262df3189b850ebf9514027e82,0.0,1.0377019429432157,0.0,0.0,0.0,0.0,0.0,1.0377019429432157
0x8ef6b2764703b0c75af6a508eb75b1c199c70005,0.0,1.0376660472530794,0.0,0.0,0.0,0.0,0.0,1.0376660472530794
0x36e285138b9b81eb72d2cdd65ca320111fd42da1,0.0,1.0372325034619245,0.0,0.0,0.0,0.0,0.0,1.0372325034619245
0x006c5152ffa6e5b7a3d01e41198034fd10f71002,1.0975218661301892e-12,1.0313620803484513,0.0,0.0,0.0,0.0,0.0,1.031362080349549
0x11ddd954aa0772e56bd369c629c166d5ddf1f0c1,0.0,1.0310828913861503,0.0,0.0,0.0,0.0,0.0,1.0310828913861503
0x0bfd6e674e98751b1b4e9ecbc183cb79da16b8f0,0.17558709389822963,0.8485588511630091,0.0,0.0,0.0,0.0,0.0,1.0241459450612387
0x422e57362befdba880e8c3c51daff035df2d4fd8,0.17938235120691462,0.840013713710613,0.0,0.0,0.0,0.0,0.0,1.0193960649175275
0x13c50dcdee4bbcba71baf578b345cdd35c7928be,0.0,0.0,0.0,0.0,1.0118218812676079,0.0,0.0,1.0118218812676079
0xc667891581280551ad01a0feece6b925d9c9bb08,0.9877696795171704,0.0,0.0,0.0,0.0,0.0,0.0,0.9877696795171704
0x58f2b8404e3dd34ef88d1b9b8a2c8956a96774e9,0.9877696696460592,0.0,0.0,0.0,0.0,0.0,0.0,0.9877696696460592
0xc4d73a3d11eafbbc20d5ecbe67cc28090a09b7a1,0.9472232027981785,0.0,0.0,0.0,0.0,0.0,0.0,0.9472232027981785
0xce75bb6f341975d377e7b68c7638a6f9d52f6885,0.9377623723836507,0.0,0.0,0.0,0.0,0.0,0.0,0.9377623723836507
0xc9a4ddbc437d2dd5ea8a69b1d803122818a39a0a,0.9316394397912301,0.0,0.0,0.0,0.0,0.0,0.0,0.9316394397912301
0x741a7dacb55be94dd841d83b78c9bec37cc022b5,0.0,0.9233725362851559,0.0,0.0,0.0,0.0,0.0,0.9233725362851559
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,0.0,0.5884320253442794,0.0,0.0,0.0,0.0,0.32595432942946834,0.9143863547737477
0x0673251eaea864aa256aa5f934b1e629d9430224,0.0,0.911257428604319,0.0,0.0,0.0,0.0,0.0,0.911257428604319
0x580809c0dfe56287e933f99e347cd5385a645ee3,0.5560311598346223,0.3089727709627525,0.0,0.0,0.0,0.0,0.0,0.8650039307973747
0x0b0263fdf373f0dbeed077bb84714f7e02650389,0.0,0.0,0.0,0.0,0.0,0.860000819104,0.0,0.860000819104
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,0.32925655983949575,0.0,0.0,0.0,0.0,0.0,0.5282517325787208,0.8575082924182166
0x928adabd0c3d750b84e16c058af196a18bae5c48,0.3297293289602567,0.5158650057236024,0.0,0.0,0.0,0.0,0.0,0.845594334683859
0x77d20364cc7da9f6437aaa41e37cdfb2d0a19e29,0.0,0.0,0.8322138514969624,0.0,0.0,0.0,0.0,0.8322138514969624
0x087c01d466824a47c0077f4bbeca3d4626eb607b,0.0,0.8273273011383546,0.0,0.0,0.0,0.0,0.0,0.8273273011383546
0xd20b06157e2b66748ccf777d2ef4c65f6ae7bbd5,0.0,0.8258479146566244,0.0,0.0,0.0,0.0,0.0,0.8258479146566244
0x378a5f8138716c3579fba7fb5fb24f862a38a256,0.0,0.8258441207197005,0.0,0.0,0.0,0.0,0.0,0.8258441207197005
0xf4e8e7e9ea49a890887bb89f14912f894f639881,0.0,0.8220315813802211,0.0,0.0,0.0,0.0,0.0,0.8220315813802211
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,0.0,0.0,0.029528793070525913,0.7839657366958965,0.0,0.0,0.0,0.8134945297664224
0x80151e33dfca9ad6a4c7abced7a5ac6593687905,0.2990504745208005,0.4670697909119418,0.0,0.0,0.0,0.0,0.0,0.7661202654327424
0xbcd5a1776d5e28222f0ed0b8203e5648a0668842,0.0,0.7499534217856754,0.0,0.0,0.0,0.0,0.0,0.7499534217856754
0x9c0f84c5788b74d429906708160cf5126c3398c7,0.0,0.7338402494339108,0.0,0.0,0.0,0.0,0.0,0.7338402494339108
0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0.021950437146780275,0.0,0.0,0.0,0.0,0.6965806724534,0.0,0.7185311096001803
0x64916cd4b15045fd156bc2a6460cd3207638e289,0.7132483364421062,0.0,0.0,0.0,0.0,0.0,0.0,0.7132483364421062
0x1411df065df3bedb53fc6c0038572cd5818bef9d,0.0,0.7131047017387643,0.0,0.0,0.0,0.0,0.0,0.7131047017387643
0x3959e4a4746f7cfbf0902547895ac1b1882b829c,0.24751654230242237,0.0,0.0,0.0,0.0,0.45763638368420007,0.0,0.7051529259866225
0x1b225f6b10cb3e67a55b3ea85169e0696e16a34a,0.08983017115794244,0.5894809763044897,0.0,0.0,0.0,0.0,0.0,0.6793111474624322
0x23edade4c72b15bd9b95170fb7da1d6e66923441,0.675637662644941,0.0,0.0,0.0,0.0,0.0,0.0,0.675637662644941
0x0583b4743394aee4fd3a77e05ed98c7b3e931160,0.0,0.6747913755294305,0.0,0.0,0.0,0.0,0.0,0.6747913755294305
0xe2251252c83aa86e70ce37cc07c788cd4ba775af,0.0,0.665605490953406,0.0,0.0,0.0,0.0,0.0,0.665605490953406
0x301674d8ccec3c42d41d2d95c642877ce4adf27a,0.6584771431025306,0.0,0.0,0.0,0.0,0.0,0.0,0.6584771431025306
0x67a8624706f698c0b198321d86c5bc1f948fcee0,0.0,0.0,0.0,0.0,0.6531914408533178,0.0,0.0,0.6531914408533178
0x8bc8b4e4921101bcc56ec084b906069b73de7276,0.0,0.6451410871917725,0.0,0.0,0.0,0.0,0.0,0.6451410871917725
0x86531e3cf4bd3f374131b1dc53e9773bc4dacc27,0.0,0.0003223261593065503,0.0,0.0,0.0,0.6363722317848001,0.0,0.6366945579441066
0x87d1910be2aae6d9c22f15ac9009ec8ca8706bad,0.6336106249631841,0.0,0.0,0.0,0.0,0.0,0.0,0.6336106249631841
0x6a68794281e4f60e5747f1df785f5983fe2ab36b,0.0,0.6212521537061566,0.0,0.0,0.0,0.0,0.0,0.6212521537061566
0xcc2f25693d6e7459b0917c6d075f38ea1f5d5c96,0.0,0.3859767156953388,0.0,0.0,0.0,0.0,0.2169522948576893,0.602929010553028
0xbbf15efcfbbcaaf83f609c1ce2c0a720725be222,0.6027675506852694,0.0,0.0,0.0,0.0,0.0,0.0,0.6027675506852694
0xe105488ea37c9c5c777ad005694931fd35ba86e7,0.0,0.0,0.0,0.0,0.5977285794321656,0.0,0.0,0.5977285794321656
0x27ab6308d7ea73f82c0cce159400ac3f8fe9cf44,0.0,0.5927737854451638,0.0,0.0,0.0,0.0,0.0,0.5927737854451638
0xa261277ee03044b256c2415564b5e97459f4e243,0.0,0.5904891884412415,0.0,0.0,0.0,0.0,0.0,0.5904891884412415
0xeca3005cd94338ba8fe4f5fc02e8d0f509d5f040,0.09660057491928618,0.0,0.0,0.0,0.0,0.48306689680760007,0.0,0.5796674717268863
0x3bc4920a1ee76c2ca8ccaa3e883cb3722aade02f,0.0,0.0470937351718384,0.0,0.0,0.0,0.5150525301516001,0.0,0.5621462653234386
0x18ef394affe7accf3553891e8eb0b8cc303d090d,0.0672763407209094,0.4871965524074129,0.0,0.0,0.0,0.0,0.0,0.5544728931283223
0xaee8c421dbf5c468b1ff566301b9090b64cf52be,0.0,0.5518163225206515,0.0,0.0,0.0,0.0,0.0,0.5518163225206515
0x83876ba64eb39ce12c844c319fc6011ff51fcfd4,0.0,0.5454722476466463,0.0,0.0,0.0,0.0,0.0,0.5454722476466463
0x64f2844525e6fb15260d0836ee9827e419f982b4,0.0,0.5380181610804974,0.0,0.0,0.0,0.0,0.0,0.5380181610804974
0xc39aa357121170e078cb9a58a6f74cf8b66bb915,0.0,0.4333952798159453,0.0,0.0,0.0,0.0,0.09375755192604628,0.5271528317419916
0x864de5bbaf4b8c808e94a8385b95b0855d170137,0.0,0.5257581605886466,0.0,0.0,0.0,0.0,0.0,0.5257581605886466
0x621370f543d4e829ce5ca06addab3e784b90d06c,0.0,0.5212955961462624,0.0,0.0,0.0,0.0,0.0,0.5212955961462624
0x84838a8c45a9572846ec1c7a7f7fd8183fca9d3f,0.0,0.5207351367973206,0.0,0.0,0.0,0.0,0.0,0.5207351367973206
0xb9895557c3cdb01d3b04199796aac59a309ba1c3,0.0,0.5176580585452645,0.0,0.0,0.0,0.0,0.0,0.5176580585452645
0xe4a5a7f7931ca63d6505a535edec6185660bc731,0.09022487881181557,0.4231678231404225,0.0,0.0,0.0,0.0,0.0,0.5133927019522381
0x00205dc9a8c3d6ce3acb2584130cfb7993ce209c,0.0,0.510666967699799,0.0,0.0,0.0,0.0,0.0,0.510666967699799
0x5ff839f29e8b20878891cc816bf3d5f5d0b308fb,0.0,0.5068087652546226,0.0,0.0,0.0,0.0,0.0,0.5068087652546226
0x632d6a7e9da89179c02c7a88ff8738df0d4e85c2,0.487781453224902,0.0,0.0,0.0,0.0,0.0,0.0,0.487781453224902
0xbf7a039c12246979f420b4543dcd40e176a15e43,0.0923898050668048,0.3805647034031556,0.0,0.0,0.0,0.0,0.0,0.47295450846996046
0x3e8734ec146c981e3ed1f6b582d447dde701d90c,0.0,0.46800577925944076,0.0,0.0,0.0,0.0,0.0,0.46800577925944076
0x8552b1ff79e760a16f8473bdbdc0d55a3d3ae36d,8.780174929041513e-13,0.05500074952643488,0.0,0.0,0.0,0.4090453056102,0.0,0.46404605513751296
0xbea2014bda7b632c574763720ee7708c92356407,0.07894624046048242,0.36950415119260577,0.0,0.0,0.0,0.0,0.0,0.4484503916530882
0x28177b138fdec353c1da1858798c52ac0be0a0a8,0.4416227423840659,0.0,0.0,0.0,0.0,0.0,0.0,0.4416227423840659
0x79ed8886490eb7e9ae5bdca49457927f21ca7794,0.43946229045654805,0.0,0.0,0.0,0.0,0.0,0.0,0.43946229045654805
0x051462cde9dfffe30b48316046fa9b38541b7770,0.4394036080424341,0.0,0.0,0.0,0.0,0.0,0.0,0.4394036080424341
0x59b8d66167ff43aee7613aaffe0f397fd2a89d87,0.4360853883313378,0.0,0.0,0.0,0.0,0.0,0.0,0.4360853883313378
0x15b989222088b5a00d1283e8c2bbbe9cc7bd4b30,0.0,0.4346565047467974,0.0,0.0,0.0,0.0,0.0,0.4346565047467974
0xd9638c35514f1d7bc013e90b7c21c282e9ebc1ac,0.0,0.0,0.0,0.0,0.0,0.43446614565900005,0.0,0.43446614565900005
0x4e32f9b9d642229613aff764068d00f1e664de28,0.0884889650715675,0.34521590087315623,0.0,0.0,0.0,0.0,0.0,0.43370486594472374
0x5ee26623c9ba9551617e4047df2793679ce82093,0.430702376950895,0.0,0.0,0.0,0.0,0.0,0.0,0.430702376950895
0x9c919bd5222da7e44ad276d3e98ac2c961845ac3,0.0,0.0,0.0,0.0,0.42653675060085805,0.0,0.0,0.42653675060085805
0x49e7cf16d2cfdf6173be328401cee3db6d08137b,0.0,0.42515702986669346,0.0,0.0,0.0,0.0,0.0,0.42515702986669346
0x5cee202b51518b0e4675bbe129f6c9776f4417df,0.3359596257835532,0.08708930138953523,0.0,0.0,0.0,0.0,0.0,0.42304892717308845
0x77375a8c9d13bf79afb2a87f1b0ac1dfd5f5bf66,0.08285080182055708,0.3368903706031536,0.0,0.0,0.0,0.0,0.0,0.4197411724237107
0x40e6abab4961e75b077e8db6c0c77b8627bd6fba,0.19561481374157122,0.20675388549512078,0.0,0.0,0.0,0.0169955920722,0.0,0.41936429130889197
0xa8349546fd68e7531f8426851e09574756c1e441,0.0,0.0,0.41462769878099887,0.0,0.0,0.0,0.0,0.41462769878099887
0x9d807ab30a51b788f2da85388b47ea0a14633298,0.0,0.41438010293435634,0.0,0.0,0.0,0.0,0.0,0.41438010293435634
0x587cbde67de3de091361bf5bea1a87f0883a96c2,0.09032843951254613,0.3239126509727501,0.0,0.0,0.0,0.0,0.0,0.4142410904852962
0x4c72cbe16b3856307567aa7c4b575bcd11c17f08,0.0,0.41314434232337144,0.0,0.0,0.0,0.0,0.0,0.41314434232337144
0xac7cb1a684bac04010357888b55c29d40f1c8e85,0.4069178933281046,0.0,0.0,0.0,0.0,0.0,0.0,0.4069178933281046
0x104bccd93822c0b7b1238d9303bdd90ee4eaeb46,0.0,0.40508125332569606,0.0,0.0,0.0,0.0,0.0,0.40508125332569606
0x1e07a22190c1d161248febf9fc2c440f324a16e2,0.08741283979407828,0.2951607113712932,0.01856802520399671,0.0,0.0,0.0,0.0,0.40114157636936815
0x05b51f53f09155478af947f0b6bfca30f2fc3aaa,0.0,0.0,0.39611191995419487,0.0,0.0,0.0,0.0,0.39611191995419487
0xd15955295c049fac06c9a68288ff428769712245,0.06613566352476925,0.3100318270162885,0.0,0.0,0.0,0.0,0.0,0.37616749054105775
0x2cd84c5a739c12202fe92b7ce488abf643578a3d,0.04245101510040199,0.0026009320574926736,0.0,0.0,0.0,0.32632762034740004,0.0,0.3713795675052947
0x75d0d0ae529783d9c335d9b73129f7e3435184c0,0.028974536718110754,0.0,0.0,0.0,0.0,0.34054704000940006,0.0,0.3695215767275108
0xb356e5977ae1be0e47f7f44557acf0170e8d0512,0.3667415550488187,0.0,0.0,0.0,0.0,0.0,0.0,0.3667415550488187
0x5992134a6a35208b06ed9ed4c1c27eceb1c338fa,0.0,0.3658850693150307,0.0,0.0,0.0,0.0,0.0,0.3658850693150307
0x59af6d2c21e92970ea0ac411e8fa965fffecbb1c,0.0,0.3516047520991593,0.0,0.0,0.0,0.0,0.0,0.3516047520991593
0x5bca4075dfc8065235cf75c6b15b410e62845fec,0.34997102824322057,0.0,0.0,0.0,0.0,0.0,0.0,0.34997102824322057
0x0facac3bd128fe6d799898a059d3634b877c7a0a,0.0,0.347155893562568,0.0,0.0,0.0,9.6730746e-06,0.0,0.34716556663716797
0x5d5659edb5384ee335440c623e7ba10aef41d7b1,0.0,0.34314827018875094,0.0,0.0,0.0,0.0,0.0,0.34314827018875094
0x1ce2f703baef36605587c2db470d3054c59ce9f5,0.03289273032792159,0.3096230609263021,0.0,0.0,0.0,0.0,0.0,0.3425157912542237
0xb126afa1075bbfbbe49e8321c6016f9b7ce5ca13,0.0,0.0,0.0,0.0,0.0,0.0,0.3416210990648494,0.3416210990648494
0xfd7e2721da55ca7bdc20e90626724c77dfdde0c6,0.0,0.34087934557922167,0.0,0.0,0.0,0.0,0.0,0.34087934557922167
0x34242de9ad622169fc1a45b19ebcfbf6d88fa309,0.3402207314641354,0.0,0.0,0.0,0.0,0.0,0.0,0.3402207314641354
0xe3d2e44ef2b07c432569f09f8348d3cffc14ea57,0.32545324851213336,0.011249781516661912,8.376494998118451e-08,5.014287032753706e-05,0.0,0.0,0.0023376305105689034,0.3390908871746417
0x5e5d46747100a6d10797d9432f78380aefc6eebe,0.33149170323209903,0.0,0.0,0.0,0.0,0.0,0.0,0.33149170323209903
0x30d8277f61c6c04c599bce5b05face06cdb63268,0.15474208519297947,0.17570147526917043,0.0,0.0,0.0,0.0,0.0,0.3304435604621499
0x41d59ad9264f13fbe8751c1c471681a26fba5358,0.3087005950587924,0.0,0.0,0.0,0.0,0.0,0.015867257680737084,0.3245678527395295
0x5db201ae15f9702f0a0ff9f00b8c1c18355373d0,0.0,0.3235533234962364,0.0,0.0,0.0,0.0,0.0,0.3235533234962364
0x894b946065ce893dfc78a13b3ac4d77dda68558d,0.2699372310200519,0.051914468673983256,0.0,0.0,0.0,0.0,0.0,0.32185169969403515
0x5b9f7f6c2cbe7425b9c03fe5254ced9fae05b50c,0.03292565466731849,0.28075097991864495,0.0,0.0,0.0,0.0,0.0,0.31367663458596345
0x7f4a33fa2f3547f6c1965ae7e4c4fdd5028d3413,0.20930844783549188,0.10399416463817943,0.0,0.0,0.0,0.0,0.0,0.3133026124736713
0x250b6caa76cf8c72b8ecd546d78dc096fa8eb824,0.31319703817212985,0.0,0.0,0.0,0.0,0.0,0.0,0.31319703817212985
0x3f3192097db8fc6043e459db7926a4d8a26c155b,0.0,0.312319964204352,0.0,0.0,0.0,0.0,0.0,0.312319964204352
0x8c8fca584072353a32c83b5229b5d104a608030f,0.0,0.31042030769091816,0.0,0.0,0.0,0.0,0.0,0.31042030769091816
0x9ffe3530a5613d365e1cf88c8e74d5b5d5db1c16,0.0,0.3082492996113223,0.0,0.0,0.0,0.0,0.0,0.3082492996113223
0x304e990083b030db1677294cd614f482ee6209d4,0.0,0.0,0.0,0.0,0.0,0.3080035926968,0.0,0.3080035926968
