address,Hypercore USDHL/USDC Rewards,Morpho Vault USDHL Rewards,Hyperswap USDHL/WHYPE Rewards,Hyperswap USDHL/USDT0 Rewards,Hyperswap USDHL/FEUSD Rewards,Kittenswap USDHL/WHYPE Rewards,Kittenswap USDHL/USDT0 Rewards,Total Rewards
0xefd3ab65915e35105caa462442c9ecc1346728df,176.4924409671498,0.0,0.0,0.0,0.0,0.0,0.0,176.4924409671498
0xd791427e372186e90637caf1d6d6afb054beec7a,2.3630724139773718,15.481898897756684,0.0,0.0,0.0,0.11458839853653842,0.0,17.959559710270597
0x21813dd67fecb6dffb3f74bb35c13336bc99a519,0.0,0.0,14.481941746811376,0.0,0.0,0.0,0.0,14.481941746811376
0xb0b95bb8b77d1ac368f5fedc92733cc54d0fd399,13.8014297013987,0.0,0.0,0.0,0.0,0.0,0.0,13.8014297013987
0x0087188d27ac73b715ad38dff9b99554861a2b55,0.01900045840064253,13.29089722570924,0.0,0.0,0.00987386493065809,0.0,0.0,13.31977154904054
0x007d76eec0ba411ce873a8819df50dd443d967a0,1.51350660247356,10.64804086644013,0.0,0.0,0.0,0.0,0.0,12.16154746891369
0xaf0fdd39e5d92499b0ed9f68693da99c0ec1e92e,0.5451831635778192,1.1782049522711606,8.815661987674073,0.0,0.0,0.028460825824270106,0.07276212272441826,10.640273052071741
0x0fe6b003c38e1ef8c139c0f95f283b79fbf9bd97,9.72445696607288,0.09361335801818241,0.0,0.002595629698744654,0.0,0.0,0.0,9.820665953789806
0x4583f9b7a06ab8b5b7b4a7dd27e774356015d406,0.0,9.794032167705112,0.0,0.0,0.0,0.0,0.0,9.794032167705112
0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,0.0,9.226767366938871,0.0,0.0,0.0,0.0,0.0,9.226767366938871
0x0fffab764a78d2cf36a9f6079ad0e8361fa2eb94,5.381710105877594,1.506065296084239,0.007648349413298316,0.028084920170732074,0.0032065026745238655,0.14832276869538907,0.007150190709398524,7.082188133625174
0x7cb297533d4b7a187f252c3a0d72a282802dd949,6.7552967940752024,0.0,0.0,0.0,0.0,0.0,0.0,6.7552967940752024
0x7fe8cfe481ec2f702692a9152e3f002f3e417ac6,3.639634493829354,1.117234668230863,0.0,0.0,0.0,0.062171009113334785,0.9338732714150926,5.752913442588644
0xaf7fd67ae6b3e25f83291d5600fbe3b776eea4d3,2.172110137529727,3.1596079380990987,0.0,0.0,0.0,0.0,0.0,5.331718075628826
0x9836e286fbf4f71998827d4bd6ea3b470c26457e,0.000685951357817769,5.266484451015601,0.0,0.0,0.0,0.0,0.0,5.267170402373419
0x255963d92911621f972ffb43655c019215dda108,0.11931109650372841,5.13249667524916,0.0,0.0,0.0,0.0,0.0,5.251807771752889
0xa7da476783090e6bcad1643ac5a0f31ddb84204b,0.6099784340985992,4.630705695245227,0.0,0.0,0.0,0.0,0.0,5.240684129343826
0xa8349546fd68e7531f8426851e09574756c1e441,0.0,0.0,1.4813332756813855,0.0,0.0,3.75283342812463,0.0,5.234166703806015
0x6d7823cd5c3d9dcd63e6a8021b475e0c7c94b291,2.989726074336005,0.7400374302134609,0.0,0.24099641405916852,0.0,0.5532094030669152,0.6205236505300498,5.144492972205599
0x36e285138b9b81eb72d2cdd65ca320111fd42da1,0.07625492594407828,4.699564417194492,0.0,0.0,0.0,0.0,0.0,4.77581934313857
0x6d910bea79aaf318e7170c6fb8318d9c466b2164,3.3877480724121085,1.2658936337059934,2.45475012489431e-06,0.0,5.05603847850692e-10,0.0,0.0,4.653644161373831
0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,2.0148765695462334,2.500422086394351,0.0,0.0,0.0,0.0,0.0,4.515298655940585
0xe706f6b5e7f9e2320b02a77758c9a0bc3397e0e5,0.0,0.0,0.0,4.2517858906324735,0.0,0.0,0.0,4.2517858906324735
0x363d1bc97415b2f12ea731df20d480d3c0d80b9e,0.9794246235184504,3.175666975819259,0.0,0.0,0.0,0.0,0.0,4.155091599337709
0x9f5362c5ad18e5a3f9c06e9cf26d5ae0c5833f3f,0.46246755993345706,2.7456236773843075,0.23170126096836102,0.08972596044609331,0.08450184193684894,0.00557469368887242,0.0,3.61959499435794
0xcf0a36dec06e90263288100c11cf69828338e826,3.5762592867052194,0.0,0.0,0.0,0.0,0.0,0.0,3.5762592867052194
0x28839a9fc4a6465000c5c5775983742545ce5ca5,0.20303268873567368,0.13059436935129398,3.047759376733497,0.0445127724639749,0.0,0.018374972471495422,0.0,3.444274179755935
