address,rewards
0x6ab3af472fd676fdde0a13f6736b0ac64356bb06,104.7826476912
0xefd3ab65915e35105caa462442c9ecc1346728df,82.94078873279999
0x89c645ecbd07825b194e3b98300eb3497aaba406,81.65028989279999
0x5064d3e2906317905f1d59663d5fa257c15a704a,51.875295623999996
0x67f4250e71e03f5d0b569bccf6cae4f645dc6a77,24.512115619199996
0xbb34666407e47f87a44e4540ee765909506cb105,21.9195270576
0xcf0a36dec06e90263288100c11cf69828338e826,15.021698985599999
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,14.854863830400001
0x29754d7a9f9f344327158e2d01508efa415bd558,14.277676367999998
0x4e433e2515db1e3c29d99098f3cc8607fb8db54d,13.159478030399999
0x04cc5be7baef93144c6a1f06846d26f808b44ab5,11.7782744832
0x514c4ba193c698100ddc998f17f24bdf59c7b6fb,10.386583151999998
0x1743cb4cbbc7d0042baa6a9bb104301be5b39f64,9.831273792
0xa6afc4610acc35afe818df9039baebdf386892c8,9.2256230688
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,9.157999843199999
0x13c50dcdee4bbcba71baf578b345cdd35c7928be,8.5356689472
0x362b086c7551ff2c16868fd77ac5ac717fb1a80f,7.8980868912
0x7cb297533d4b7a187f252c3a0d72a282802dd949,6.920341291199999
0xd7294d92d21a3a0b79bccf8569ea15c3a46afaea,6.555132417599999
0x82bcbfa0fee70f2899ef32c8de5ae9544576e5f5,6.2095369536
0xba55bdbf959df826da6c35487eb15fad2164662d,6.1865891807999995
0x0facac3bd128fe6d799898a059d3634b877c7a0a,5.955389952
0x420ab45e0bd8863569a5efbb9c05d91f40624641,4.9608973248
0xf2e82a0bafa01c9f919f3ed88b19d37fd823ba9d,4.670674017600001
0x4461d605a73f4f0ea2d52b89c8b36ec78d7f56fd,3.9860097504
0xeb7bb5fa4a0cb3d15db93f31a9bb492e5c0b0030,3.9182862432
0x275be92ea1fee58a5f5c5312d38558695b7078d2,3.4977302831999997
0xe5d882ba0bbca7945c8f2f09b1d8cdebb6e0e92f,3.4497706079999997
0x77d20364cc7da9f6437aaa41e37cdfb2d0a19e29,3.1719822192
0xc8c8a69aa79652ed59b6446f8a2e3c0db57376ce,2.9917511135999995
0x05b51f53f09155478af947f0b6bfca30f2fc3aaa,2.9198993472
0x4937c6b353864c7586198eb42b1c91dc917e0bd6,2.8041743807999997
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,2.7954248112
0x44db61c6cedfbda1428e1ea07d7d31b8140a9519,2.6810536464
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,2.6493897312
0xc1d9c776ef4ba56026bb47f16e36c6a4bdab7d9e,2.5829531712
0x5b236d19f680ff47e7bf2a9eb88fc5cc03d443a8,2.4651975023999997
0x66fa9bedf5fe4af3e548c4d115903763c087104f,2.2310065392
0x0c5db96100873da86a2c4e764d490532198a274c,2.2101897503999997
0x23888e77fc61e83dbda9569bec7df0d28324d001,2.2084598927999997
0x62e485fd0e5c7d32f8ccf11aa356a1179c76e400,2.1019859039999997
0x5992134a6a35208b06ed9ed4c1c27eceb1c338fa,1.9929714479999998
0x4cdf932bf58b4737391e9f536cf4f7fb905b2913,1.9900716383999997
0x80fb5880f38185661962e475ac1557817dc9faea,1.938276192
0xbda166980ae52a6d6106d98e0de63ffe934b3cc6,1.8783746495999998
0x407cff84eeaacda390fe302c99fa5dd32521bc53,1.8091970591999997
0xd791427e372186e90637caf1d6d6afb054beec7a,1.7845361424000001
0x64916cd4b15045fd156bc2a6460cd3207638e289,1.7452006848
0xefb09a2a095d0372f67053888010179e7a088293,1.727810184
0xb4ce0c954bb129d8039230f701bb6503dca1ee8c,1.7035838207999998
0x284637e8fb8f2b5b23e4e5f075b495bb8994c189,1.660329024
0x6ecba7527448bb56caba8ca7768d271deaea72a9,1.6150936656
0x97ba79049f770a3bf0acf245836e34c38a18c318,1.5897809183999998
0x17f8b98ec567b26b439826f2c9db457b2bf69d8d,1.4921818511999998
0xd0b53c43d3e0b58909c38487aa0c3af7dfa2d8c0,1.4905689888
0xfeb433505b5814382936e4bed0a5a045b1492ddb,1.4532809472
0x7c6db5dcfab3be735ac65e019b1ffb2bda214ff9,1.4450077152
0xe4178ba889ac1c931861533b98bb86cb9d4858c7,1.4446901568
0xbe9fe51ef6d84d3c549d2253495d8fb6a9e3064a,1.3330349519999998
0x4e2c46063b4aadcb24adf784172db6f043a77d95,1.3176667968
0x6bd7302b5b08ddd196c883142c0ca285009c919f,1.3061845535999999
0x3b99109963d6429c81285e168be0d858e17d72d0,1.2681109728
0x5d83e626acb3e1da41961bb19aaafe98411f1312,1.2646178303999998
0x4d6abb03613034e9ca9c36efe8eaceb9e767f4f7,1.2631052496
0xf07ddfa67b636e52c59b46e31b02fc114ba82ba6,1.2532525823999998
0x1dff8c29ad7f6d8841a25a9dda8956f2e7a3c134,1.2525255407999998
0x42fa34caf53e79fcef0d147da7e1c31123fede21,1.2381434879999997
0x0b4d7235604dde67af4f1167d6f9b651f54d13dd,1.2374248032000001
0xe7930252f8c5f0b590401ef86c935fd3dd024c5f,1.1711219519999998
0xc3eed391e92ac9d810cb43cc4c1124e99ccaf688,1.1503218768
0x009b298370b5dceaaadd0b34b79763f1e0dd0616,1.1443467647999999
0x4fe1b11b9eb2c9b7c09d2aca403da18eb9792548,1.1217416208
0xcc2cfff9d225a2ac8c5bc3a40ab9675052753f8a,1.1129168399999998
0x2ff1f4b506b4f91b13c00ccc23cdfdde95a57539,1.1064319632
0x51bc3dd10a9ee4946f961038cf5d50057e49eb77,1.0993119696
0xec2868560e07c960b0f2b190c866caf93b1120f5,1.0911306623999997
0xe3d2e44ef2b07c432569f09f8348d3cffc14ea57,1.0519790543999998
0x9eb4312047eba7aba5b61548a0f705999ddf76bb,0.9900384528
0x1104facf406a1ff5b1e1422c2c0e3b7d61adc487,0.9837875664
0x2ba3e08d9af56cdc77bb703eb53ecfa5a0c3eac6,0.9819407135999999
0x6ba3d6e6ffab98d78cf285210a556ada12881d46,0.9668901167999999
0x3b1e3d1ed70d2a17c8eaf7da1a6be9f805a130e2,0.9598453343999999
0x7c260cc3033d69a03e37bf5fb24cc79539607b0f,0.9522991439999999
0x99460c6b44fd9d93528b3b6e3365793acb40bb46,0.9421874159999999
0xa68eb8520766ca5eae81e547128d5cc3fa909a1e,0.9314990687999999
0x4ad87e34ec498210f7704167088b2ff0b1389ea6,0.8704526448000001
0xd1942d3982946c86b65ae0f34e4ca5475351fd22,0.8700431616
0x9f4dff2c118728ace31117c8016458f954fdd5dd,0.8533629887999998
0x39e37755924aef246881ac30066f31eb3727037a,0.8190081839999999
0xdaa978885c7ce280f4736daefa54c142e012b249,0.8159412384
0x4f294e5dea9d3b1139960a8ba766908ed19fbd33,0.8090719488
0x2a21cc5d8bcaa0d10078c99606b03ee46c58817d,0.7982666063999999
0xc7b99a2d6f1ddff42a9d191d5913902045d70bdb,0.795024168
0xdffc9401192bceb26c7418fbc722bc6673ea457b,0.7876033295999999
0x8856a77a804789fa16b7cb51391670e4b02d55e9,0.7869514992
0xd2db554759d076cd633d6c1994a9752331a34853,0.7844026752
0xf899e3b795a48f9844ecd2b2d53bd331d03e5dfd,0.7819123487999999
0x5e5d46747100a6d10797d9432f78380aefc6eebe,0.7540257072
0x9d6086239968f79c0c4a6883653f5c3270331692,0.7285458239999999
0x21c107520fb69ab1eed094b67516f6c5cb3f9700,0.7192614192000001
0x4028642933bde15102b2daad3914424b537ab09e,0.7101942912
0x35efbc359375138a76763c68e04d3e5f66c7c05b,0.7073028384000001
0xa0580a130ca644dbef1bf397fe373f66c3ad83e9,0.6927202224
0xaa40dadd5b5488bf312ef50e58f08c47b935c316,0.6869456736
0x833649f0034cae9afd43bdd5b5e1f5a835a7a753,0.6842714976
0x9a833eb9fee7deae7feb66174437ad66ec561536,0.6666470064
0xd6b1cf43d7d2f7497070529444e2d0839732df98,0.6657026879999999
0x3bc4920a1ee76c2ca8ccaa3e883cb3722aade02f,0.6535101168
0x7d006a0b6eab4bd69fdf4e8e81aa06fa797543a1,0.6501256128
0xbaa90106042c8fb2e4ec54b7215e9ce900b6b740,0.6429136944
0x549de4f045f71d962fff89e8c023b52b9db89c2c,0.6407074991999999
0x03df2b1ee1ce53416d5850fe2c5fbe4f3b605637,0.6336627168
0x182fbae99347223d3f22b27c0612466e381dfa77,0.6235342751999999
0x0f915484094d32f0ae238bc1e22582f16f139d26,0.6191887392
0xa920db7180ec7ef20c42963137271e3f9739142a,0.6054000191999999
0xb80ebc2e6f0ae48d801471f563526efa47b1e236,0.5984137344
0x3c173e3d1e6eaf8f697daea05a39ff0c067743a4,0.5980209648
0xc3dc65bd20124cd2f3a6ab82aaa123fffbda7f56,0.5974359888
0x72fe278c36c6724aaf5f69c84129a0a0ab19ab2d,0.5972855663999999
0xa656a158fdd934e8a78bf16777ea0303f1067149,0.5971184304
0x1f4fa01c860b84bf3568bbc2732b4f0ef57e1098,0.5895889536
