address,rewards
0x29f95aecc3d5ad0c8698dd6dccad71cacb087d2c,84.6119430872
0xefd3ab65915e35105caa462442c9ecc1346728df,48.0358291998
0x5064d3e2906317905f1d59663d5fa257c15a704a,29.4116438916
0x89c645ecbd07825b194e3b98300eb3497aaba406,22.9089759758
0x7cb297533d4b7a187f252c3a0d72a282802dd949,22.4718022888
0x6ab3af472fd676fdde0a13f6736b0ac64356bb06,22.445512592
0x67f4250e71e03f5d0b569bccf6cae4f645dc6a77,20.7678247778
0x62e485fd0e5c7d32f8ccf11aa356a1179c76e400,18.1212157274
0x007d76eec0ba411ce873a8819df50dd443d967a0,18.108070879000003
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,15.5965710682
0x2a21cc5d8bcaa0d10078c99606b03ee46c58817d,14.489342316599998
0xbb34666407e47f87a44e4540ee765909506cb105,13.6712350918
0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,13.1995838614
0xcf0a36dec06e90263288100c11cf69828338e826,11.0405262272
0xc125fa384407c574522a18c17440d437d6767bba,9.173573440199998
0xc3eed391e92ac9d810cb43cc4c1124e99ccaf688,8.7598038366
0xace0a4c087f7f199328fb1e38d8d27bd237b03fd,8.328186421
0x5e5d46747100a6d10797d9432f78380aefc6eebe,6.7067127008
0x5783f9966dc9ccb64db2490449af2a8a1b74f1ff,6.6963362174
0xf2f79c84483b18f23404c2936977e1d86ce5e177,5.090697545
0x29754d7a9f9f344327158e2d01508efa415bd558,4.250515052
0x70e439584ef1ba300106b9c16543eaa1de676dc2,4.141734592
0x1743cb4cbbc7d0042baa6a9bb104301be5b39f64,4.134276291
0xaa15b0e1d99a70684dbefa055d72bff3a2b91c1f,3.9486525324
0x7be19059fa7337d8ff76aeda43c893ecdb119adb,3.745923535
0x5992134a6a35208b06ed9ed4c1c27eceb1c338fa,3.3785842977999994
0x3e781befd071c59d820725f70ce109298f750706,3.2910192844
0x0facac3bd128fe6d799898a059d3634b877c7a0a,3.2170160026000003
0x49e96e255ba418d08e66c35b588e2f2f3766e1d0,2.7970713165999994
0x4fe1b11b9eb2c9b7c09d2aca403da18eb9792548,2.7638444228
