address,Hypercore USDHL/USDC Rewards,Morpho Vault USDHL Rewards,Hyperswap USDHL/WHYPE Rewards,Hyperswap USDHL/USDT0 Rewards,Hyperswap USDHL/FEUSD Rewards,Hyperswap USDHL/WHLP Rewards,Curve hwHLP/USDhl Rewards,Hyperlend USDHL Rewards,Total Rewards
0x908101fc7cb87d4b3e7cdd6ef34e5d890adb6fc5,0.0,1.3017915193840586,0.0,0.0,0.0,0.0,0.0,0.0,1.3017915193840586
0xf1219d29669625f8ca1c312db488f9135779df23,0.0,1.2799789879367387,0.0,0.0,0.0,0.0,0.0,0.0,1.2799789879367387
0x0284bbd3646b59740a167ef78a306028343f3806,0.0,1.2651034212053096,0.0,0.0,0.0,0.0,0.0,0.0,1.2651034212053096
0x685feceec46dd4e5c9b5b726f5d7550fd0eda526,0.1281787343786315,1.1095918409430805,0.0036244139409029046,0.0,0.008437238859803216,0.0,0.0,0.0,1.2498322281224183
0x563bf0731cf71ad7cea05b9c48a802d8c53e7dc4,0.0,1.244998615199346,0.0,0.0,0.0,0.0,0.0,0.0,1.244998615199346
0x107332a1729ba0bcf6171117815a87b72a7e6082,1.2374655001858792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2374655001858792
0x34242de9ad622169fc1a45b19ebcfbf6d88fa309,1.235851696905945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235851696905945
0x006c5152ffa6e5b7a3d01e41198034fd10f71002,0.13025653550461647,1.024712854475723,0.0,0.0,0.0,0.0,0.0,0.0,1.1549693899803395
0x4c855a566b9c9b3f75261deacab2da37b777ff4b,1.1475779668872896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1475779668872896
0x8ef6b2764703b0c75af6a508eb75b1c199c70005,0.10709990786065492,1.0309761794945949,0.0,0.0,0.0,0.0,0.0,0.0,1.1380760873552498
0x0bfd6e674e98751b1b4e9ecbc183cb79da16b8f0,0.2640651907290088,0.8430881638309916,0.0,0.0,0.0,0.0,0.0,0.0,1.1071533545600003
0xf4cd43bc0a1f02a53f39a5e8d1a3cc8fdeb1b9c5,0.0,1.0908801356557865,0.0,0.0,0.0,0.0,0.0,0.0,1.0908801356557865
0x2ab644df83c3a553a59c8b704aa108f15b84b131,0.0,1.0897626605196884,0.0,0.0,0.0,0.0,0.0,0.0,1.0897626605196884
0x92a9db347130e0495bcb8b948dbe66f553592110,0.0,1.076024120838532,0.0,0.0,0.0,0.0,0.0,0.0,1.076024120838532
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,0.0,0.0,0.018423046180260597,0.0,1.057064837719942,0.0,0.0,0.0,1.0754878839002027
0x8c35b0b65fc680dac8719b79d01b4c46590d4d8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.059189376168,1.059189376168
0xebf0fb688453698c155e5ef9e5b5ce3995d69e53,0.0,1.0364292142343887,0.0,0.0,0.0,0.0,0.0,0.0,1.0364292142343887
0xc6877a65349b0fa45cc61a267ee682c7abf2b369,0.0,1.035699852950544,0.0,0.0,0.0,0.0,0.0,0.0,1.035699852950544
0x09c0e7d6c97b942a06361bed21a1f4224d7988f5,0.0,1.034817048423316,0.0,0.0,0.0,0.0,0.0,0.0,1.034817048423316
0x60d97552d8f7982922d18d0f2a8fbd9d5b0e2c28,0.0,1.0321874849115338,0.0,0.0,0.0,0.0,0.0,0.0,1.0321874849115338
0xa6afc4610acc35afe818df9039baebdf386892c8,0.0,1.03122830874934,0.0,0.0,0.0,0.0,0.0,0.0,1.03122830874934
0xd9f0834e7ca9b9262df3189b850ebf9514027e82,0.0,1.0310118437640146,0.0,0.0,0.0,0.0,0.0,0.0,1.0310118437640146
0x36e285138b9b81eb72d2cdd65ca320111fd42da1,0.0,1.0305454307747808,0.0,0.0,0.0,0.0,0.0,0.0,1.0305454307747808
0x13c50dcdee4bbcba71baf578b345cdd35c7928be,0.0,0.0,0.0,0.0,0.0,0.0,1.0267543577745022,0.0,1.0267543577745022
0x11ddd954aa0772e56bd369c629c166d5ddf1f0c1,0.0,1.0244354654540124,0.0,0.0,0.0,0.0,0.0,0.0,1.0244354654540124
0x0facac3bd128fe6d799898a059d3634b877c7a0a,0.35462727656835313,0.3449177678903827,0.0,0.0,0.0,0.0,0.0,0.31860441726399996,1.0181494617227358
0xce75bb6f341975d377e7b68c7638a6f9d52f6885,1.015704681038554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015704681038554
0x362b086c7551ff2c16868fd77ac5ac717fb1a80f,0.11104512226587854,0.8736228354954737,0.0,0.0,0.0,0.0,0.0,0.0,0.9846679577613522
0x2c39f0041750e8b741b6918e49f7853351d98ce9,0.984092074380717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984092074380717
0xcc2f25693d6e7459b0917c6d075f38ea1f5d5c96,0.0,0.383488310882739,0.0,0.0,0.0,0.0,0.0,0.5476600161759999,0.9311483270587388
0xa6e2dc44418f5ad213c86db4dbb203a59d13c49f,0.0,0.9301166686023166,0.0,0.0,0.0,0.0,0.0,0.0,0.9301166686023166
0x741a7dacb55be94dd841d83b78c9bec37cc022b5,0.0,0.9174195226196161,0.0,0.0,0.0,0.0,0.0,0.0,0.9174195226196161
0x84d486f1410ab3c452fd6bb311efdb1f57a6c419,0.0,0.05935826347317794,0.8538563807176778,0.0,0.0,0.0,0.0,0.0,0.9132146441908557
0x7c6db5dcfab3be735ac65e019b1ffb2bda214ff9,0.9104310650449959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104310650449959
0x0673251eaea864aa256aa5f934b1e629d9430224,0.0,0.9053825214437373,0.0,0.0,0.0,0.0,0.0,0.0,0.9053825214437373
0xa656a158fdd934e8a78bf16777ea0303f1067149,0.8966363358876441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8966363358876441
0x80fb5880f38185661962e475ac1557817dc9faea,0.0,0.17087311759207754,0.0,0.0,0.0,0.0,0.0,0.706441749048,0.8773148666400775
0x5e5d46747100a6d10797d9432f78380aefc6eebe,0.8716390916891491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716390916891491
0xa351db10472a07059ea099e0581444e568bff894,0.8636685058654082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636685058654082
0x422e57362befdba880e8c3c51daff035df2d4fd8,0.0,0.8345981171659309,0.0,0.0,0.0,0.0,0.0,0.0,0.8345981171659309
0xd20b06157e2b66748ccf777d2ef4c65f6ae7bbd5,0.0,0.8205236454928617,0.0,0.0,0.0,0.0,0.0,0.0,0.8205236454928617
0x378a5f8138716c3579fba7fb5fb24f862a38a256,0.0,0.8205198760155763,0.0,0.0,0.0,0.0,0.0,0.0,0.8205198760155763
0xf4e8e7e9ea49a890887bb89f14912f894f639881,0.0,0.816731916244902,0.0,0.0,0.0,0.0,0.0,0.0,0.816731916244902
0xac38a7473c31a1989a999c0a5da9a4e0d57f2574,0.0780330315744457,0.7151767637541052,0.0,0.0,0.0,0.0,0.0,0.0,0.793209795328551
0x11d67fa925877813b744abc0917900c2b1d6eb81,0.7752367915591126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7752367915591126
0x34ee2e826d3c6701df3b081d84c282c11c5eb4fc,0.759708810986467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759708810986467
0x21813dd67fecb6dffb3f74bb35c13336bc99a519,6.6328076838278906e-12,0.0,0.7535196293084059,0.0,0.0,0.0,0.0,0.0,0.7535196293150387
0xbcd5a1776d5e28222f0ed0b8203e5648a0668842,0.0,0.745118446959188,0.0,0.0,0.0,0.0,0.0,0.0,0.745118446959188
0x8f25818ff64be1abee91abca70c306b33b602062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741701090256,0.741701090256
0x9c0f84c5788b74d429906708160cf5126c3398c7,0.0,0.7291091567692117,0.0,0.0,0.0,0.0,0.0,0.0,0.7291091567692117
0x1411df065df3bedb53fc6c0038572cd5818bef9d,0.0,0.7085072918444975,0.0,0.0,0.0,0.0,0.0,0.0,0.7085072918444975
0x0583b4743394aee4fd3a77e05ed98c7b3e931160,0.0,0.6704409729323636,0.0,0.0,0.0,0.0,0.0,0.0,0.6704409729323636
0x75259c8d688f5cb7bac59b1cf01bd534048ad3ca,0.666004863298426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666004863298426
0x5992134a6a35208b06ed9ed4c1c27eceb1c338fa,0.2995746699223097,0.3635261960195218,0.0,0.0,0.0,0.0,0.0,0.0,0.6631008659418315
0x67a8624706f698c0b198321d86c5bc1f948fcee0,0.0,0.0,0.0,0.0,0.0,0.0,0.6628312460657007,0.0,0.6628312460657007
0x27ab6308d7ea73f82c0cce159400ac3f8fe9cf44,0.07330194484967772,0.5889521529981716,0.0,0.0,0.0,0.0,0.0,0.0,0.6622540978478493
0xe2251252c83aa86e70ce37cc07c788cd4ba775af,0.0,0.6613143100618398,0.0,0.0,0.0,0.0,0.0,0.0,0.6613143100618398
0x8bc8b4e4921101bcc56ec084b906069b73de7276,0.0,0.6409818409966185,0.0,0.0,0.0,0.01989882280114817,0.0,0.0,0.6608806637977667
0x1b225f6b10cb3e67a55b3ea85169e0696e16a34a,0.06588471090348225,0.585680572708305,0.0,0.0,0.0,0.0,0.0,0.0,0.6515652836117872
0x6a68794281e4f60e5747f1df785f5983fe2ab36b,0.0,0.6172469202652341,0.0,0.0,0.0,0.0,0.0,0.0,0.6172469202652341
0xc9a4ddbc437d2dd5ea8a69b1d803122818a39a0a,0.6161681937767088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161681937767088
0xe105488ea37c9c5c777ad005694931fd35ba86e7,0.0,0.0,0.0,0.0,0.0,0.0,0.6065498632323221,0.0,0.6065498632323221
0x5ff839f29e8b20878891cc816bf3d5f5d0b308fb,0.09324663175575804,0.5035413521718012,0.0,0.0,0.0,0.0,0.0,0.0,0.5967879839275592
0xa261277ee03044b256c2415564b5e97459f4e243,0.0,0.5866822848676457,0.0,0.0,0.0,0.0,0.0,0.0,0.5866822848676457
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,0.0,0.5846383843700649,0.0,0.0,0.0,0.0,0.0,0.0,0.5846383843700649
0x67f4250e71e03f5d0b569bccf6cae4f645dc6a77,0.5811093158724094,0.00011335240890990861,0.0,0.0,0.0,0.0,0.0,0.0,0.5812226682813193
0xaee8c421dbf5c468b1ff566301b9090b64cf52be,0.0,0.5482587442088153,0.0,0.0,0.0,0.0,0.0,0.0,0.5482587442088153
0x83876ba64eb39ce12c844c319fc6011ff51fcfd4,0.0,0.5419555697979883,0.0,0.0,0.0,0.0,0.0,0.0,0.5419555697979883
0x64f2844525e6fb15260d0836ee9827e419f982b4,0.0,0.5345495399775716,0.0,0.0,0.0,0.0,0.0,0.0,0.5345495399775716
0xd1abe5db14d073883f2084c2af105652102bdefc,0.0,0.0,0.0,0.0,0.0,0.0,0.5268265729154191,0.0,0.5268265729154191
0x864de5bbaf4b8c808e94a8385b95b0855d170137,0.0,0.522368580119484,0.0,0.0,0.0,0.0,0.0,0.0,0.522368580119484
0x621370f543d4e829ce5ca06addab3e784b90d06c,0.0,0.517934785979513,0.0,0.0,0.0,0.0,0.0,0.0,0.517934785979513
0x84838a8c45a9572846ec1c7a7f7fd8183fca9d3f,0.0,0.5173779399307638,0.0,0.0,0.0,0.0,0.0,0.0,0.5173779399307638
0xb9895557c3cdb01d3b04199796aac59a309ba1c3,0.0,0.5143206997052512,0.0,0.0,0.0,0.0,0.0,0.0,0.5143206997052512
0x928adabd0c3d750b84e16c058af196a18bae5c48,0.0,0.5125392067551805,0.0,0.0,0.0,0.0,0.0,0.0,0.5125392067551805
0x00205dc9a8c3d6ce3acb2584130cfb7993ce209c,0.0,0.5073746806566009,0.0,0.0,0.0,0.0,0.0,0.0,0.5073746806566009
0x9f6fed26339789725b0751f57aeac23367ceee57,0.4950852143286098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4950852143286098
0x18ef394affe7accf3553891e8eb0b8cc303d090d,0.0,0.48405557991763815,0.0,0.0,0.0,0.0,0.0,0.0,0.48405557991763815
0xe4a5a7f7931ca63d6505a535edec6185660bc731,0.048425215949309555,0.4204396460125793,0.0,0.0,0.0,0.0,0.0,0.0,0.46886486196188887
0x3e8734ec146c981e3ed1f6b582d447dde701d90c,0.0,0.4649885303268575,0.0,0.0,0.0,0.0,0.0,0.0,0.4649885303268575
0x80151e33dfca9ad6a4c7abced7a5ac6593687905,0.0,0.4640585763275816,0.0,0.0,0.0,0.0,0.0,0.0,0.4640585763275816
0x4d6abb03613034e9ca9c36efe8eaceb9e767f4f7,0.0,0.0,0.0,0.013175596846414468,0.2866851567103509,0.16186488685813774,0.0,0.0,0.46172564041490305
0xfd7e2721da55ca7bdc20e90626724c77dfdde0c6,0.022510436363987654,0.3386816850220891,0.09651169035393017,0.0,0.0,0.0,0.0,0.0,0.45770381174000696
0x4e1cfe1b94095ba38f8f5aed79996737eab134b7,0.4511540619241985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4511540619241985
0xbf7e7d6a59ef41762b585d7521c7bf01577f9062,0.0,0.0,0.0,0.0,0.4339561177102662,0.0,0.0,0.0,0.4339561177102662
0x9c919bd5222da7e44ad276d3e98ac2c961845ac3,0.0,0.0,0.0,0.0,0.0,0.0,0.43283158383741044,0.0,0.43283158383741044
0x15b989222088b5a00d1283e8c2bbbe9cc7bd4b30,0.0,0.43185425970387753,0.0,2.8228227835852155e-05,0.0,0.0,0.0,0.0,0.43188248793171335
0xc39aa357121170e078cb9a58a6f74cf8b66bb915,0.0,0.4306011659323935,0.0,0.0,0.0,0.0,0.0,0.0,0.4306011659323935
0x49e7cf16d2cfdf6173be328401cee3db6d08137b,0.0,0.42241602825646674,0.0,0.0,0.0,0.0,0.0,0.0,0.42241602825646674
0x4a4a9423bdbf211a0ddfd41a8cde7d084a2ff1ee,0.4219802342237254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219802342237254
0xbf7a039c12246979f420b4543dcd40e176a15e43,0.0,0.3781111900150539,0.0,0.0,0.0,0.0,0.0,0.043078043736,0.4211892337510539
0x40e6abab4961e75b077e8db6c0c77b8627bd6fba,0.13899599974514013,0.2054209362710648,0.0,0.0,0.0,0.0,0.0,0.07668150095199999,0.4210984369682049
0xd791427e372186e90637caf1d6d6afb054beec7a,0.4124859571836624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4124859571836624
0x9d807ab30a51b788f2da85388b47ea0a14633298,0.0,0.4117085805329859,0.0,0.0,0.0,0.0,0.0,0.0,0.4117085805329859
0x4c72cbe16b3856307567aa7c4b575bcd11c17f08,0.0,0.41048078691204615,0.0,0.0,0.0,0.0,0.0,0.0,0.41048078691204615
0x48ff06214283b3cf5c46ad6d1a31729f6cbf11d0,0.039572675106922944,0.0,0.3706746454080403,0.0,0.0,0.0,0.0,0.0,0.41024732051496327
0xcabf399c3ef2c718ca06d8b81a669d2c69a9fe9f,0.40704074767920284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40704074767920284
0x420ab45e0bd8863569a5efbb9c05d91f40624641,0.195102085243377,0.0,0.0,0.0,0.0,0.0,0.0,0.211336290816,0.406438376059377
0x104bccd93822c0b7b1238d9303bdd90ee4eaeb46,0.0,0.4024696809191748,0.0,0.0,0.0,0.0,0.0,0.0,0.4024696809191748
0x30d8277f61c6c04c599bce5b05face06cdb63268,0.14309755022483417,0.17456872197379858,0.0,0.0,0.0,0.0,0.0,0.08376960972799999,0.4014358819266327
0x587cbde67de3de091361bf5bea1a87f0883a96c2,0.07734348759979236,0.3218243752639667,0.0,0.0,0.0,0.0,0.0,0.0,0.39916786286375905
0x4937c6b353864c7586198eb42b1c91dc917e0bd6,0.39633637692888773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39633637692888773
0x77375a8c9d13bf79afb2a87f1b0ac1dfd5f5bf66,0.049911387334708505,0.33471842710128397,0.0,0.0,0.0,0.0,0.0,0.0,0.3846298144359925
0xaf0fdd39e5d92499b0ed9f68693da99c0ec1e92e,0.37034453375322485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37034453375322485
0xbea2014bda7b632c574763720ee7708c92356407,0.0,0.3671219455550277,0.0,0.0,0.0,0.0,0.0,0.0,0.3671219455550277
0x1ce8ed87b7b4cb60f0cc3664bf1fe216163ff55a,0.30681896934109665,0.0,0.0,0.0,0.0,0.0,0.0,0.055617654175999995,0.36243662351709666
0x64916cd4b15045fd156bc2a6460cd3207638e289,0.35872142284718883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35872142284718883
0x59af6d2c21e92970ea0ac411e8fa965fffecbb1c,0.0,0.34933794448699457,0.0,0.0,0.0,0.0,0.0,0.0,0.34933794448699457
0x5d5659edb5384ee335440c623e7ba10aef41d7b1,0.0078025229051540326,0.3409359817986735,0.0,0.0,0.0,0.0,0.0,0.0,0.34873850470382756
0xd15955295c049fac06c9a68288ff428769712245,0.03901260385907123,0.30803304144442667,0.0,0.0,0.0,0.0,0.0,0.0,0.3470456453034979
0x1ce2f703baef36605587c2db470d3054c59ce9f5,0.03739785030776968,0.30762691068311215,0.0,0.00044384933018108724,0.0,0.0,0.0,0.0,0.34546861032106296
0x2ba3e08d9af56cdc77bb703eb53ecfa5a0c3eac6,0.018203291395588978,0.21074891472983115,0.0,0.007339289796043848,0.10916658728946187,0.0,0.0,0.0,0.34545808321092586
0xb4773a58bfa5eb5f1029334d5dbde2f12cd35d42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34300316427999994,0.34300316427999994
0x4e32f9b9d642229613aff764068d00f1e664de28,0.0,0.3429902823988107,0.0,0.0,0.0,0.0,0.0,0.0,0.3429902823988107
0x6f2fbc61a5816bdcb68540a1f76e837c78498d78,0.33555157702266164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33555157702266164
0x0bdee5888972e87b21bcc0df5ed523c5b0158ee3,0.33427240897835453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33427240897835453
0xefcace57934a753d66c48a31b880ba806d4c0869,0.331261986226123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331261986226123
0x5db201ae15f9702f0a0ff9f00b8c1c18355373d0,0.0,0.32146736438372814,0.0,0.0,0.0,0.0,0.0,0.0,0.32146736438372814
0x8c8fca584072353a32c83b5229b5d104a608030f,0.01300324312609743,0.30841901757113666,0.0,0.0,0.0,0.0,0.0,0.0,0.32142226069723406
0x1e07a22190c1d161248febf9fc2c440f324a16e2,0.004909181295406282,0.29325780038003413,0.022503213705252878,0.00035685147910756486,0.0,0.0,0.0,0.0,0.3210270468598009
0x74c2c2751e1cafdc735b50a8d52ba6581bab6aac,0.2866085452510305,0.031046951148222895,0.0,0.0,0.0,0.0,0.0,0.0,0.3176554963992534
0x2d23b731e5f04996a2dfdbe434c7d922afdb5e00,0.03634465722442868,0.27849158156078735,0.0,0.0,0.0,0.0,0.0,0.0,0.31483623878521605
0xe3d2e44ef2b07c432569f09f8348d3cffc14ea57,0.28812998039304605,0.011177253798464386,5.966557411798494e-08,4.7240177190370087e-07,6.761043576850762e-05,3.4247283050359325e-09,0.0033838507002969496,0.008196529376,0.31095576019565024
0x3f3192097db8fc6043e459db7926a4d8a26c155b,0.0,0.3103064269354079,0.0,0.0,0.0,0.0,0.0,0.0,0.3103064269354079
0x9ffe3530a5613d365e1cf88c8e74d5b5d5db1c16,0.0,0.3062620060533378,0.0,0.0,0.0,0.0,0.0,0.0,0.3062620060533378
0xb063288ec580856a871b441cc434e04c12814063,0.043613138081887416,0.2590542765554411,0.0,0.0,0.0,0.0,0.0,0.0,0.30266741463732855
0xd22f76abcf04b0194b3594073587912f9b9e56f9,0.0,0.2982485091776326,0.0,0.0,0.0,0.0,0.0,0.0,0.2982485091776326
